OBJECTID,Join_Count,TARGET_FID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGITI,F5_2_STACK_,F5_3_WATER,F5_4_UNDERG,F5_4_1_UNDE,F5_4_2_UNDE,F5_5_1_LAND,F5_5_1A_RCR,F5_5_1B_OTH,F5_5_2_LAND,F5_5_3_SURF,F5_5_3A_RCR,F5_5_3B_Oth,F5_5_4_OTHE,ON_SITE_RE,F6_1_POTW_T,F6_1_POTW_1,F6_1_POTW_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEAS,F8_1A_ON_SI,F8_1B_ON_SI,F8_1C_OFF_S,F8_1D_OFF_S,F8_2_ENERGY,F8_3_ENERGY,F8_4_RECYCL,F8_5_RECYCL,F8_6_TREATM,F8_7_TREATM,PROD__WAST,F8_8_ONE_TI,PROD_RATIO,F8_9_PRODUC,PARENT_COM,PARENT_C_1,Field110,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex,STATEFP10,COUNTYFP10,COUSUBFP10,COUSUBNS10,GEOID10,NAME10,NAMELSAD10,LSAD10,CLASSFP10,MTFCC10,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GEOID_AFF2,GEOID_AFF1
1,1,1,2016,06108DRFLX95GOO,110000315631.000000000000000,DUR-A-FLEX,95 GOODWIN ST,EAST HARTFORD,HARTFORD,CT,6108, , ,41.790298000000000,-72.625343000000001,NO,325,Chemicals, , , , , , ,325510,0,0,0,0,0,1316216296640.000000000000000,DIISOCYANATES,N120,649715,YES,TRI,NO,0,NO,R,Pounds,0.000000000000000,250.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,250.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,750.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,750.000000000000000,250.000000000000000,0,0.000000000000000,250.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,750.000000000000000,1000.000000000000000,0.000000000000000,PRODUCTION,1.100000000000000,NA, , ,09,001,021500,1,090010215001,Block Group 1,G5030,S,187758.000000000000000,0.000000000000000,+41.0539497,-073.5481508,102,103,1500000US090010215001,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,yes,1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,090010215001,,,,,,,,,,,,,,,,,,,,
2,0,2,2016,06801VNDRB31TAY,110000317586.000000000000000,VANDERBILT CHEMICALS LLC,31 TAYLOR AVE,BETHEL,FAIRFIELD,CT,6801, , ,41.366970000000002,-73.414339999999996,NO,325,Chemicals, , , , , , ,325998,0,0,0,0,0,1316215254750.000000000000000,DIETHANOLAMINE,000111422,27516,YES,TRI,NO,0,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,RT VANDERBILT HOLDING CO INC,006991871, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,3,2016,06108DRFLX95GOO,110000315631.000000000000000,DUR-A-FLEX,95 GOODWIN ST,EAST HARTFORD,HARTFORD,CT,6108, , ,41.790298000000000,-72.625343000000001,NO,325,Chemicals, , , , , , ,325510,0,0,0,0,0,1316216296640.000000000000000,METHYL METHACRYLATE,000080626,8458,YES,TRI,NO,0,NO,R,Pounds,0.000000000000000,1001.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,1001.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,2687.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,2687.000000000000000,1001.000000000000000,0,0.000000000000000,1001.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2687.000000000000000,3688.000000000000000,0.000000000000000,PRODUCTION,1.100000000000000,NA, , ,09,001,021500,1,090010215001,Block Group 1,G5030,S,187758.000000000000000,0.000000000000000,+41.0539497,-073.5481508,102,103,1500000US090010215001,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,yes,1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,090010215001,,,,,,,,,,,,,,,,,,,,
4,0,4,2016,06795BFFRD57CAL,110030375680.000000000000000,TRUELOVE & MACLEAN INC,57 CALLENDER RD,WATERTOWN,LITCHFIELD,CT,6795, , ,41.612160000000003,-73.090549999999993,NO,332,Fabricated Metals, , , , , , ,332119,0,0,0,0,0,1316215569840.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,5,2016,06601SKRSK6900M,110000316970.000000000000000,SIKORSKY AIRCRAFT STRATFORD FACILITY,6900 MAIN ST,STRATFORD,FAIRFIELD,CT,6614, , ,41.248399999999997,-73.097650000000002,NO,336,Transportation Equipment, , , , , , ,336411,0,0,0,0,0,1316215149040.000000000000000,POLYCYCLIC AROMATIC COMPOUNDS,N590,649749,YES,PBT,NO,0,YES,R,Pounds,51.200000000000003,1.900000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,51.299999999999997,104.400000000000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,45.799999999999997,0,0.000000000000000,45.799999999999997,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,104.400000000000010,0,0.000000000000000,104.400000000000010,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,45.799999999999997,0.000000000000000,0.000000000000000,150.199999999999990,0.000000000000000,PRODUCTION,1.090000000000000,LOCKHEED MARTIN CORP,834951691, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,6,2016,06704TRLVM984WA,110002089604.000000000000000,H&T WATERBURY INC,984 WATERVILLE ST,WATERBURY,NEW HAVEN,CT,6710, , ,41.584800000000001,-73.047499999999999,NO,332,Fabricated Metals, , , , , , ,332119,0,0,0,0,0,1316215549840.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,88.000000000000000,88.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,7.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,0,0.000000000000000,0.000000000000000,88.000000000000000,0.000000000000000,0.000000000000000,95.000000000000000,0.000000000000000,PRODUCTION,1.300000000000000,HEITKAMP & THUMANN GROUP,NA, ,09,001,021500,1,090010215001,Block Group 1,G5030,S,187758.000000000000000,0.000000000000000,+41.0539497,-073.5481508,102,103,1500000US090010215001,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,yes,1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,090010215001,,,,,,,,,,,,,,,,,,,,
7,0,7,2016,06810HLCLXSHELT,110003015567.000000000000000,EMHART TEKNOLOGIES,4 SHELTER ROCK LN,DANBURY,FAIRFIELD,CT,6810, , ,41.386338000000002,-73.423160999999993,NO,332,Fabricated Metals, , , , , , ,332721,332618,0,0,0,0,1316215088550.000000000000000,COPPER,007440508,150086,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,5.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,5.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,60.450000000000003,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.100000000000000,0.000000000000000,65.549999999999997,0.000000000000000,0.000000000000000,490112.000000000000000,0,0.000000000000000,490112.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,70.549999999999997,0,0.000000000000000,5.000000000000000,3.600000000000000,61.950000000000003,0,0.000000000000000,0.000000000000000,490112.000000000000000,0.000000000000000,0.000000000000000,490182.549999999990000,0.000000000000000,PRODUCTION,0.850000000000000,STANLEY BLACK & DECKER,094886207, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,8,2016,06787SMMTC1430W,110000317443.000000000000000,SUMMIT CORP OF AMERICA,1430 WATERBURY RD,THOMASTON,LITCHFIELD,CT,6787, , ,41.627769999999998,-73.068389999999994,NO,332,Fabricated Metals, , , , , , ,332813,0,0,0,0,0,1316215666140.000000000000000,NITRIC ACID,007697372,152686,NO,TRI,NO,0,NO,R,Pounds,128.000000000000000,2432.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,2560.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,2560.000000000000000,0,0.000000000000000,2560.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,25845.000000000000000,0.000000000000000,28405.000000000000000,0.000000000000000,ACTIVITY,1.070000000000000,NA, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,9,2016,06492MTKNC21TOE,110000316667.000000000000000,AMETEK SPECIALTY METAL PRODUCTS DIV,21TOELLES RD,WALLINGFORD,NEW HAVEN,CT,6492, , ,41.429040000000001,-72.840050000000005,NO,331,Primary Metals, , , , , , ,331491,332618,332999,331318,331420,332811,1316215749310.000000000000000,NICKEL COMPOUNDS,N495,650036,YES,TRI,YES,1,NO,R,Pounds,250.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,250.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,208965.000000000000000,0.000000000000000,0,0.000000000000000,208965.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,250.000000000000000,0,0.000000000000000,250.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,208965.000000000000000,0.000000000000000,0.000000000000000,209215.000000000000000,0.000000000000000,PRODUCTION,1.010000000000000,AMETEK INC,001345149, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,10,2016,06497HMPFR292LO,110000316701.000000000000000,HAMPFORD RESEARCH INC,54 VETERANS BLVD,STRATFORD,FAIRFIELD,CT,6615, , ,41.197910000000000,-73.121319999999997,NO,325,Chemicals, , , , , , ,325199,0,0,0,0,0,1316215712430.000000000000000,DICHLOROMETHANE,000075092,5306,YES,TRI,NO,0,YES,R,Pounds,1823.000000000000000,7292.000000000000000,0.000000000000000,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,9115.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,692.000000000000000,0.000000000000000,692.000000000000000,0,68166.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,68166.000000000000000,9115.000000000000000,0,0.000000000000000,9115.000000000000000,0.000000000000000,0.000000000000000,0,692.000000000000000,75494.000000000000000,0.000000000000000,0.000000000000000,68166.000000000000000,153467.000000000000000,0.000000000000000,PRODUCTION,0.930000000000000,NA, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
