GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
Id,Id2,Geography,Total:,Not Hispanic or Latino:,Not Hispanic or Latino: - White alone,Not Hispanic or Latino: - Black or African American alone,Not Hispanic or Latino: - American Indian and Alaska Native alone,Not Hispanic or Latino: - Asian alone,Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: - Some other race alone,Not Hispanic or Latino: - Two or more races,Hispanic or Latino:,Hispanic or Latino: - White alone,Hispanic or Latino: - Black or African American alone,Hispanic or Latino: - American Indian and Alaska Native alone,Hispanic or Latino: - Asian alone,Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: - Some other race alone,Hispanic or Latino: - Two or more races
1500000US090010802002,090010802002,"Block Group 2, Census Tract 802, Fairfield County, Connecticut",1128,962,632,273,0,38,0,0,19,166,117,0,11,0,0,38,0
1500000US090010802003,090010802003,"Block Group 3, Census Tract 802, Fairfield County, Connecticut",1294,1044,719,254,8,44,0,0,19,250,174,14,0,0,0,62,0
1500000US090010804001,090010804001,"Block Group 1, Census Tract 804, Fairfield County, Connecticut",1339,1106,722,331,0,0,0,14,39,233,93,9,0,0,0,100,31
1500000US090010804002,090010804002,"Block Group 2, Census Tract 804, Fairfield County, Connecticut",2099,1867,634,1111,22,0,0,42,58,232,152,10,0,0,0,49,21
1500000US090010804003,090010804003,"Block Group 3, Census Tract 804, Fairfield County, Connecticut",2145,1905,455,1362,0,44,0,0,44,240,47,110,20,0,0,27,36
1500000US090010804004,090010804004,"Block Group 4, Census Tract 804, Fairfield County, Connecticut",349,323,188,45,0,67,0,0,23,26,26,0,0,0,0,0,0
1500000US090010805001,090010805001,"Block Group 1, Census Tract 805, Fairfield County, Connecticut",1778,1754,1704,0,4,13,0,0,33,24,0,0,0,0,0,24,0
1500000US090010805002,090010805002,"Block Group 2, Census Tract 805, Fairfield County, Connecticut",688,670,670,0,0,0,0,0,0,18,0,0,0,0,0,5,13
1500000US090010805003,090010805003,"Block Group 3, Census Tract 805, Fairfield County, Connecticut",892,892,865,8,0,0,0,0,19,0,0,0,0,0,0,0,0
1500000US090010806001,090010806001,"Block Group 1, Census Tract 806, Fairfield County, Connecticut",952,946,925,0,0,0,0,0,21,6,6,0,0,0,0,0,0
1500000US090010806002,090010806002,"Block Group 2, Census Tract 806, Fairfield County, Connecticut",1340,1253,1084,161,0,4,0,0,4,87,87,0,0,0,0,0,0
1500000US090010807001,090010807001,"Block Group 1, Census Tract 807, Fairfield County, Connecticut",1031,979,863,93,0,0,0,0,23,52,52,0,0,0,0,0,0
1500000US090010807002,090010807002,"Block Group 2, Census Tract 807, Fairfield County, Connecticut",978,844,811,22,0,0,0,0,11,134,113,0,0,0,0,21,0
1500000US090010808001,090010808001,"Block Group 1, Census Tract 808, Fairfield County, Connecticut",854,828,799,14,0,0,0,0,15,26,26,0,0,0,0,0,0
1500000US090010808002,090010808002,"Block Group 2, Census Tract 808, Fairfield County, Connecticut",795,767,735,0,0,18,0,0,14,28,28,0,0,0,0,0,0
1500000US090010808003,090010808003,"Block Group 3, Census Tract 808, Fairfield County, Connecticut",981,887,874,13,0,0,0,0,0,94,94,0,0,0,0,0,0
1500000US090010808004,090010808004,"Block Group 4, Census Tract 808, Fairfield County, Connecticut",1052,1036,960,19,0,46,0,6,5,16,16,0,0,0,0,0,0
1500000US090010808005,090010808005,"Block Group 5, Census Tract 808, Fairfield County, Connecticut",1019,984,950,34,0,0,0,0,0,35,0,0,0,0,0,35,0
1500000US090010809001,090010809001,"Block Group 1, Census Tract 809, Fairfield County, Connecticut",2049,2009,1903,86,16,0,0,0,4,40,25,0,0,0,0,15,0
1500000US090010809002,090010809002,"Block Group 2, Census Tract 809, Fairfield County, Connecticut",1597,1445,1269,76,0,25,0,56,19,152,69,0,0,0,0,83,0
1500000US090010809003,090010809003,"Block Group 3, Census Tract 809, Fairfield County, Connecticut",1069,995,978,4,0,0,0,0,13,74,51,0,0,0,0,19,4
1500000US090010810001,090010810001,"Block Group 1, Census Tract 810, Fairfield County, Connecticut",1404,1340,1285,0,0,34,0,0,21,64,12,0,0,0,0,52,0
1500000US090010810002,090010810002,"Block Group 2, Census Tract 810, Fairfield County, Connecticut",926,926,880,9,0,31,0,0,6,0,0,0,0,0,0,0,0
1500000US090010810003,090010810003,"Block Group 3, Census Tract 810, Fairfield County, Connecticut",1887,1728,1484,145,0,41,0,0,58,159,123,0,0,0,0,36,0
1500000US090010811001,090010811001,"Block Group 1, Census Tract 811, Fairfield County, Connecticut",1389,1316,1267,0,0,49,0,0,0,73,73,0,0,0,0,0,0
1500000US090010811002,090010811002,"Block Group 2, Census Tract 811, Fairfield County, Connecticut",1533,1495,1473,0,0,0,0,0,22,38,38,0,0,0,0,0,0
1500000US090010811003,090010811003,"Block Group 3, Census Tract 811, Fairfield County, Connecticut",1626,1588,1532,26,0,0,0,0,30,38,22,9,0,0,0,7,0
1500000US090010812001,090010812001,"Block Group 1, Census Tract 812, Fairfield County, Connecticut",1352,1316,1220,23,0,15,0,0,58,36,25,0,0,0,0,11,0
1500000US090010812002,090010812002,"Block Group 2, Census Tract 812, Fairfield County, Connecticut",1549,1434,1369,33,0,32,0,0,0,115,72,0,0,0,0,0,43
1500000US090010812003,090010812003,"Block Group 3, Census Tract 812, Fairfield County, Connecticut",1124,1110,1110,0,0,0,0,0,0,14,14,0,0,0,0,0,0
1500000US090010812004,090010812004,"Block Group 4, Census Tract 812, Fairfield County, Connecticut",1014,1008,939,51,0,0,0,0,18,6,6,0,0,0,0,0,0
1500000US090010813001,090010813001,"Block Group 1, Census Tract 813, Fairfield County, Connecticut",1513,1482,1411,13,0,58,0,0,0,31,31,0,0,0,0,0,0
1500000US090010813002,090010813002,"Block Group 2, Census Tract 813, Fairfield County, Connecticut",1810,1793,1774,9,0,0,0,0,10,17,17,0,0,0,0,0,0
1500000US090010813003,090010813003,"Block Group 3, Census Tract 813, Fairfield County, Connecticut",892,850,801,6,0,0,0,0,43,42,42,0,0,0,0,0,0
1500000US090010813004,090010813004,"Block Group 4, Census Tract 813, Fairfield County, Connecticut",680,680,639,13,0,28,0,0,0,0,0,0,0,0,0,0,0
1500000US090010901001,090010901001,"Block Group 1, Census Tract 901, Fairfield County, Connecticut",1752,1729,1598,8,4,66,0,11,42,23,10,0,0,0,0,13,0
1500000US090010901009,090010901009,"Block Group 9, Census Tract 901, Fairfield County, Connecticut",1236,1205,1160,27,0,4,0,0,14,31,31,0,0,0,0,0,0
1500000US090010902001,090010902001,"Block Group 1, Census Tract 902, Fairfield County, Connecticut",1709,1645,1599,0,0,46,0,0,0,64,58,0,0,0,0,6,0
1500000US090010902002,090010902002,"Block Group 2, Census Tract 902, Fairfield County, Connecticut",2071,2025,1975,0,0,50,0,0,0,46,39,0,0,0,0,7,0
1500000US090010902003,090010902003,"Block Group 3, Census Tract 902, Fairfield County, Connecticut",2334,2315,2315,0,0,0,0,0,0,19,19,0,0,0,0,0,0
1500000US090010902004,090010902004,"Block Group 4, Census Tract 902, Fairfield County, Connecticut",1572,1473,1352,0,29,36,0,0,56,99,99,0,0,0,0,0,0
1500000US090010903001,090010903001,"Block Group 1, Census Tract 903, Fairfield County, Connecticut",967,967,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US090010903002,090010903002,"Block Group 2, Census Tract 903, Fairfield County, Connecticut",949,949,915,34,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US090010903003,090010903003,"Block Group 3, Census Tract 903, Fairfield County, Connecticut",1015,974,903,53,0,0,0,0,18,41,7,0,0,0,0,34,0
1500000US090010903004,090010903004,"Block Group 4, Census Tract 903, Fairfield County, Connecticut",1674,1622,1521,6,0,76,0,0,19,52,41,0,0,0,0,11,0
1500000US090010904001,090010904001,"Block Group 1, Census Tract 904, Fairfield County, Connecticut",3191,3022,2539,215,0,209,0,0,59,169,111,0,0,0,0,30,28
1500000US090010904002,090010904002,"Block Group 2, Census Tract 904, Fairfield County, Connecticut",679,679,663,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US090010904003,090010904003,"Block Group 3, Census Tract 904, Fairfield County, Connecticut",2156,2076,1942,56,0,59,0,0,19,80,44,0,0,0,0,16,20
1500000US090010905001,090010905001,"Block Group 1, Census Tract 905, Fairfield County, Connecticut",936,936,886,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1500000US090010905002,090010905002,"Block Group 2, Census Tract 905, Fairfield County, Connecticut",1543,1485,1392,0,0,30,0,41,22,58,0,0,0,0,0,21,37
1500000US090010905003,090010905003,"Block Group 3, Census Tract 905, Fairfield County, Connecticut",1045,1045,934,25,0,69,0,0,17,0,0,0,0,0,0,0,0
1500000US090010905004,090010905004,"Block Group 4, Census Tract 905, Fairfield County, Connecticut",842,807,807,0,0,0,0,0,0,35,8,0,0,0,0,27,0
1500000US090010906001,090010906001,"Block Group 1, Census Tract 906, Fairfield County, Connecticut",1852,1834,1790,0,0,22,0,0,22,18,18,0,0,0,0,0,0
1500000US090010906002,090010906002,"Block Group 2, Census Tract 906, Fairfield County, Connecticut",1576,1561,1443,69,0,41,0,0,8,15,15,0,0,0,0,0,0
1500000US090010907001,090010907001,"Block Group 1, Census Tract 907, Fairfield County, Connecticut",2088,2046,1962,39,0,45,0,0,0,42,42,0,0,0,0,0,0
1500000US090010907002,090010907002,"Block Group 2, Census Tract 907, Fairfield County, Connecticut",1419,1356,1299,5,0,46,0,0,6,63,47,10,0,0,0,6,0
1500000US090010907009,090010907009,"Block Group 9, Census Tract 907, Fairfield County, Connecticut",1637,1582,1540,7,0,35,0,0,0,55,55,0,0,0,0,0,0
1500000US090011001001,090011001001,"Block Group 1, Census Tract 1001, Fairfield County, Connecticut",3064,2999,2907,19,0,25,0,11,37,65,65,0,0,0,0,0,0
1500000US090011001009,090011001009,"Block Group 9, Census Tract 1001, Fairfield County, Connecticut",2416,2276,2214,6,0,9,0,0,47,140,89,0,0,0,0,51,0
1500000US090011002001,090011002001,"Block Group 1, Census Tract 1002, Fairfield County, Connecticut",2357,2352,2290,31,0,20,0,0,11,5,0,5,0,0,0,0,0
1500000US090011002002,090011002002,"Block Group 2, Census Tract 1002, Fairfield County, Connecticut",1392,1333,1320,0,0,0,0,0,13,59,37,0,0,0,0,22,0
1500000US090011002003,090011002003,"Block Group 3, Census Tract 1002, Fairfield County, Connecticut",3308,3308,3059,219,0,30,0,0,0,0,0,0,0,0,0,0,0
1500000US090011003001,090011003001,"Block Group 1, Census Tract 1003, Fairfield County, Connecticut",2954,2831,2743,21,0,67,0,0,0,123,93,0,0,0,0,30,0
1500000US090011003008,090011003008,"Block Group 8, Census Tract 1003, Fairfield County, Connecticut",1729,1729,1634,12,0,51,0,0,32,0,0,0,0,0,0,0,0
1500000US090011003009,090011003009,"Block Group 9, Census Tract 1003, Fairfield County, Connecticut",2027,1962,1931,0,0,21,0,0,10,65,51,0,0,0,0,14,0
1500000US090011051001,090011051001,"Block Group 1, Census Tract 1051, Fairfield County, Connecticut",2706,2654,2592,0,0,38,11,0,13,52,45,3,0,0,0,0,4
1500000US090011051009,090011051009,"Block Group 9, Census Tract 1051, Fairfield County, Connecticut",1364,1322,1306,0,0,16,0,0,0,42,42,0,0,0,0,0,0
1500000US090011052009,090011052009,"Block Group 9, Census Tract 1052, Fairfield County, Connecticut",3202,3151,3028,0,18,88,0,0,17,51,13,0,0,0,0,38,0
1500000US090011101001,090011101001,"Block Group 1, Census Tract 1101, Fairfield County, Connecticut",1148,1042,819,29,5,110,0,0,79,106,68,0,0,0,0,38,0
1500000US090011101002,090011101002,"Block Group 2, Census Tract 1101, Fairfield County, Connecticut",1250,984,932,18,0,4,0,0,30,266,113,18,0,0,0,135,0
1500000US090011102011,090011102011,"Block Group 1, Census Tract 1102.01, Fairfield County, Connecticut",2494,2433,2293,81,0,59,0,0,0,61,50,0,0,0,0,11,0
1500000US090011102012,090011102012,"Block Group 2, Census Tract 1102.01, Fairfield County, Connecticut",2038,1966,1880,17,0,69,0,0,0,72,62,0,0,0,0,10,0
1500000US090011102021,090011102021,"Block Group 1, Census Tract 1102.02, Fairfield County, Connecticut",1272,1250,1124,50,6,70,0,0,0,22,13,0,0,0,0,9,0
1500000US090011102022,090011102022,"Block Group 2, Census Tract 1102.02, Fairfield County, Connecticut",1342,1338,1326,12,0,0,0,0,0,4,4,0,0,0,0,0,0
1500000US090011102023,090011102023,"Block Group 3, Census Tract 1102.02, Fairfield County, Connecticut",1747,1691,1654,13,0,3,4,0,17,56,32,0,0,0,0,24,0
1500000US090011103011,090011103011,"Block Group 1, Census Tract 1103.01, Fairfield County, Connecticut",976,868,781,0,0,52,0,0,35,108,82,0,0,0,0,26,0
1500000US090011103012,090011103012,"Block Group 2, Census Tract 1103.01, Fairfield County, Connecticut",2878,2810,2596,27,0,130,0,0,57,68,62,0,0,0,0,6,0
1500000US090011103014,090011103014,"Block Group 4, Census Tract 1103.01, Fairfield County, Connecticut",2155,2106,2097,0,0,0,0,0,9,49,49,0,0,0,0,0,0
1500000US090011103021,090011103021,"Block Group 1, Census Tract 1103.02, Fairfield County, Connecticut",1382,1359,1273,0,0,55,0,0,31,23,23,0,0,0,0,0,0
1500000US090011103022,090011103022,"Block Group 2, Census Tract 1103.02, Fairfield County, Connecticut",935,895,825,5,0,48,0,0,17,40,21,0,0,0,0,19,0
1500000US090011104001,090011104001,"Block Group 1, Census Tract 1104, Fairfield County, Connecticut",1621,1580,1580,0,0,0,0,0,0,41,34,0,0,0,0,7,0
1500000US090011104002,090011104002,"Block Group 2, Census Tract 1104, Fairfield County, Connecticut",2142,2113,2085,0,0,8,0,0,20,29,16,0,0,0,0,0,13
1500000US090011104009,090011104009,"Block Group 9, Census Tract 1104, Fairfield County, Connecticut",1226,1201,1162,25,0,7,0,0,7,25,6,0,0,0,0,19,0
1500000US090011105001,090011105001,"Block Group 1, Census Tract 1105, Fairfield County, Connecticut",1361,1361,1310,11,0,0,0,0,40,0,0,0,0,0,0,0,0
1500000US090011105002,090011105002,"Block Group 2, Census Tract 1105, Fairfield County, Connecticut",1759,1726,1678,15,0,0,0,2,31,33,33,0,0,0,0,0,0
1500000US090011105003,090011105003,"Block Group 3, Census Tract 1105, Fairfield County, Connecticut",1341,1313,1206,40,0,67,0,0,0,28,22,0,0,6,0,0,0
1500000US090011105009,090011105009,"Block Group 9, Census Tract 1105, Fairfield County, Connecticut",1389,1377,1353,11,0,7,0,0,6,12,0,0,0,0,0,0,12
1500000US090011106001,090011106001,"Block Group 1, Census Tract 1106, Fairfield County, Connecticut",906,859,854,0,5,0,0,0,0,47,7,0,0,0,12,28,0
1500000US090011106002,090011106002,"Block Group 2, Census Tract 1106, Fairfield County, Connecticut",1731,1689,1515,0,0,20,0,0,154,42,42,0,0,0,0,0,0
1500000US090011106004,090011106004,"Block Group 4, Census Tract 1106, Fairfield County, Connecticut",5008,4884,4698,18,0,134,0,0,34,124,67,0,0,0,0,57,0
1500000US090012001001,090012001001,"Block Group 1, Census Tract 2001, Fairfield County, Connecticut",1672,1558,1420,58,0,48,0,21,11,114,38,0,0,0,0,76,0
1500000US090012001002,090012001002,"Block Group 2, Census Tract 2001, Fairfield County, Connecticut",1832,1743,1552,26,0,138,0,0,27,89,43,0,0,0,0,46,0
1500000US090012002001,090012002001,"Block Group 1, Census Tract 2002, Fairfield County, Connecticut",1982,1890,1686,41,0,147,0,0,16,92,79,0,0,0,0,0,13
1500000US090012002002,090012002002,"Block Group 2, Census Tract 2002, Fairfield County, Connecticut",804,786,786,0,0,0,0,0,0,18,0,0,0,0,4,14,0
1500000US090012002003,090012002003,"Block Group 3, Census Tract 2002, Fairfield County, Connecticut",1053,1038,942,61,0,23,0,2,10,15,15,0,0,0,0,0,0
1500000US090012002004,090012002004,"Block Group 4, Census Tract 2002, Fairfield County, Connecticut",790,729,696,0,0,33,0,0,0,61,10,0,13,0,0,38,0
1500000US090012003011,090012003011,"Block Group 1, Census Tract 2003.01, Fairfield County, Connecticut",1625,1597,1522,35,0,20,0,0,20,28,28,0,0,0,0,0,0
1500000US090012003012,090012003012,"Block Group 2, Census Tract 2003.01, Fairfield County, Connecticut",1526,1446,1431,0,0,0,0,0,15,80,67,0,0,0,0,0,13
1500000US090012003013,090012003013,"Block Group 3, Census Tract 2003.01, Fairfield County, Connecticut",1670,1572,1420,0,0,152,0,0,0,98,73,0,0,0,0,25,0
1500000US090012003023,090012003023,"Block Group 3, Census Tract 2003.02, Fairfield County, Connecticut",1522,1499,1465,0,0,8,0,0,26,23,15,0,0,0,0,0,8
1500000US090012003024,090012003024,"Block Group 4, Census Tract 2003.02, Fairfield County, Connecticut",1666,1620,1557,5,0,45,0,0,13,46,4,0,30,0,0,12,0
1500000US090012003025,090012003025,"Block Group 5, Census Tract 2003.02, Fairfield County, Connecticut",1320,1270,1240,0,0,0,0,25,5,50,36,0,0,0,0,5,9
1500000US090012003029,090012003029,"Block Group 9, Census Tract 2003.02, Fairfield County, Connecticut",605,605,580,0,6,13,0,0,6,0,0,0,0,0,0,0,0
1500000US090012051001,090012051001,"Block Group 1, Census Tract 2051, Fairfield County, Connecticut",1093,1072,998,6,36,18,0,0,14,21,21,0,0,0,0,0,0
1500000US090012051002,090012051002,"Block Group 2, Census Tract 2051, Fairfield County, Connecticut",1583,1551,1488,37,0,0,0,7,19,32,5,0,0,0,0,27,0
1500000US090012051003,090012051003,"Block Group 3, Census Tract 2051, Fairfield County, Connecticut",1072,1025,1016,0,0,0,0,0,9,47,17,0,0,0,0,22,8
1500000US090012052001,090012052001,"Block Group 1, Census Tract 2052, Fairfield County, Connecticut",1982,1919,1864,13,0,10,0,0,32,63,63,0,0,0,0,0,0
1500000US090012052002,090012052002,"Block Group 2, Census Tract 2052, Fairfield County, Connecticut",2737,2625,2542,83,0,0,0,0,0,112,112,0,0,0,0,0,0
1500000US090012052003,090012052003,"Block Group 3, Census Tract 2052, Fairfield County, Connecticut",2029,2029,2010,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US090012053001,090012053001,"Block Group 1, Census Tract 2053, Fairfield County, Connecticut",2417,2291,2167,21,0,103,0,0,0,126,83,0,0,0,0,7,36
1500000US090012053002,090012053002,"Block Group 2, Census Tract 2053, Fairfield County, Connecticut",1250,1227,1182,0,0,28,0,0,17,23,11,0,0,0,0,12,0
1500000US090012053003,090012053003,"Block Group 3, Census Tract 2053, Fairfield County, Connecticut",1501,1494,1392,0,0,81,0,0,21,7,7,0,0,0,0,0,0
1500000US090012101001,090012101001,"Block Group 1, Census Tract 2101, Fairfield County, Connecticut",1672,913,671,149,0,50,0,0,43,759,153,0,0,0,0,554,52
1500000US090012101002,090012101002,"Block Group 2, Census Tract 2101, Fairfield County, Connecticut",1797,909,632,8,0,91,0,80,98,888,607,0,0,0,0,281,0
1500000US090012101003,090012101003,"Block Group 3, Census Tract 2101, Fairfield County, Connecticut",2753,2211,1394,205,0,213,0,306,93,542,247,0,0,0,0,234,61
1500000US090012102001,090012102001,"Block Group 1, Census Tract 2102, Fairfield County, Connecticut",2101,1318,862,260,0,80,0,26,90,783,351,0,0,0,0,399,33
1500000US090012102002,090012102002,"Block Group 2, Census Tract 2102, Fairfield County, Connecticut",1861,1222,875,212,0,96,0,33,6,639,215,0,31,12,0,321,60
1500000US090012102003,090012102003,"Block Group 3, Census Tract 2102, Fairfield County, Connecticut",2487,1859,1421,65,0,107,0,93,173,628,406,12,0,0,0,136,74
1500000US090012103001,090012103001,"Block Group 1, Census Tract 2103, Fairfield County, Connecticut",1729,1600,1033,211,0,321,0,15,20,129,15,0,0,0,0,114,0
1500000US090012103002,090012103002,"Block Group 2, Census Tract 2103, Fairfield County, Connecticut",3402,2905,2549,78,0,101,0,80,97,497,264,0,11,0,0,222,0
1500000US090012104001,090012104001,"Block Group 1, Census Tract 2104, Fairfield County, Connecticut",3451,2916,2042,265,0,358,0,193,58,535,200,0,5,0,0,279,51
1500000US090012104002,090012104002,"Block Group 2, Census Tract 2104, Fairfield County, Connecticut",1727,1464,1191,26,0,122,0,20,105,263,129,0,0,0,0,77,57
1500000US090012104004,090012104004,"Block Group 4, Census Tract 2104, Fairfield County, Connecticut",1696,1386,1026,272,0,53,0,0,35,310,173,0,0,0,0,66,71
1500000US090012105001,090012105001,"Block Group 1, Census Tract 2105, Fairfield County, Connecticut",1423,1347,1263,43,6,0,0,0,35,76,45,0,0,0,0,31,0
1500000US090012105002,090012105002,"Block Group 2, Census Tract 2105, Fairfield County, Connecticut",1344,1288,1268,12,0,8,0,0,0,56,42,14,0,0,0,0,0
1500000US090012105004,090012105004,"Block Group 4, Census Tract 2105, Fairfield County, Connecticut",1059,973,862,0,0,111,0,0,0,86,79,7,0,0,0,0,0
1500000US090012105005,090012105005,"Block Group 5, Census Tract 2105, Fairfield County, Connecticut",1714,1587,1406,35,54,46,0,31,15,127,68,0,0,0,0,38,21
1500000US090012106001,090012106001,"Block Group 1, Census Tract 2106, Fairfield County, Connecticut",1460,1264,753,195,0,297,0,8,11,196,4,0,0,0,0,126,66
1500000US090012106002,090012106002,"Block Group 2, Census Tract 2106, Fairfield County, Connecticut",907,732,640,54,13,0,0,0,25,175,84,0,0,0,0,46,45
1500000US090012106003,090012106003,"Block Group 3, Census Tract 2106, Fairfield County, Connecticut",1391,1051,744,101,0,135,0,39,32,340,268,66,0,0,0,0,6
1500000US090012106004,090012106004,"Block Group 4, Census Tract 2106, Fairfield County, Connecticut",1044,768,567,138,0,17,0,26,20,276,147,0,7,0,0,122,0
1500000US090012106005,090012106005,"Block Group 5, Census Tract 2106, Fairfield County, Connecticut",1383,1147,1033,25,0,0,0,84,5,236,67,0,0,0,0,102,67
1500000US090012107001,090012107001,"Block Group 1, Census Tract 2107, Fairfield County, Connecticut",1618,1205,799,153,0,12,0,24,217,413,280,0,0,0,0,32,101
1500000US090012107002,090012107002,"Block Group 2, Census Tract 2107, Fairfield County, Connecticut",1673,1239,864,324,24,0,0,18,9,434,257,0,0,0,0,177,0
1500000US090012107003,090012107003,"Block Group 3, Census Tract 2107, Fairfield County, Connecticut",1547,1334,1139,142,0,20,0,0,33,213,55,0,0,0,0,158,0
1500000US090012107004,090012107004,"Block Group 4, Census Tract 2107, Fairfield County, Connecticut",2220,1445,890,209,0,119,0,169,58,775,395,68,0,0,0,239,73
1500000US090012107005,090012107005,"Block Group 5, Census Tract 2107, Fairfield County, Connecticut",1983,1538,1271,136,0,106,0,0,25,445,160,5,0,0,0,251,29
1500000US090012108001,090012108001,"Block Group 1, Census Tract 2108, Fairfield County, Connecticut",2383,2270,2015,54,0,99,0,27,75,113,36,0,0,0,0,67,10
1500000US090012108002,090012108002,"Block Group 2, Census Tract 2108, Fairfield County, Connecticut",562,538,538,0,0,0,0,0,0,24,24,0,0,0,0,0,0
1500000US090012108003,090012108003,"Block Group 3, Census Tract 2108, Fairfield County, Connecticut",2022,1678,1207,319,0,152,0,0,0,344,199,0,0,0,0,108,37
1500000US090012109001,090012109001,"Block Group 1, Census Tract 2109, Fairfield County, Connecticut",2013,1963,1842,69,0,0,0,0,52,50,44,0,0,0,0,6,0
1500000US090012109002,090012109002,"Block Group 2, Census Tract 2109, Fairfield County, Connecticut",1306,1196,1138,41,0,17,0,0,0,110,74,15,0,0,0,0,21
1500000US090012109004,090012109004,"Block Group 4, Census Tract 2109, Fairfield County, Connecticut",1278,1278,1148,60,0,70,0,0,0,0,0,0,0,0,0,0,0
1500000US090012109006,090012109006,"Block Group 6, Census Tract 2109, Fairfield County, Connecticut",1084,959,763,42,11,135,0,0,8,125,56,18,0,0,0,32,19
1500000US090012110001,090012110001,"Block Group 1, Census Tract 2110, Fairfield County, Connecticut",1299,1242,1093,97,0,52,0,0,0,57,39,0,0,0,0,18,0
1500000US090012110002,090012110002,"Block Group 2, Census Tract 2110, Fairfield County, Connecticut",1164,1122,1027,18,0,77,0,0,0,42,18,0,0,0,0,24,0
1500000US090012110003,090012110003,"Block Group 3, Census Tract 2110, Fairfield County, Connecticut",1420,1255,1004,61,0,171,0,0,19,165,133,0,0,0,0,32,0
1500000US090012111001,090012111001,"Block Group 1, Census Tract 2111, Fairfield County, Connecticut",1258,890,336,447,0,26,6,8,67,368,215,34,7,0,0,75,37
1500000US090012112001,090012112001,"Block Group 1, Census Tract 2112, Fairfield County, Connecticut",1324,1279,1145,82,0,0,0,33,19,45,45,0,0,0,0,0,0
1500000US090012112002,090012112002,"Block Group 2, Census Tract 2112, Fairfield County, Connecticut",2798,2537,2050,172,0,127,0,62,126,261,158,0,0,9,0,65,29
1500000US090012112003,090012112003,"Block Group 3, Census Tract 2112, Fairfield County, Connecticut",1668,1611,1312,103,7,112,0,0,77,57,15,0,0,0,0,27,15
1500000US090012113001,090012113001,"Block Group 1, Census Tract 2113, Fairfield County, Connecticut",649,649,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US090012113002,090012113002,"Block Group 2, Census Tract 2113, Fairfield County, Connecticut",1308,1218,1155,47,16,0,0,0,0,90,8,0,0,0,0,82,0
1500000US090012113003,090012113003,"Block Group 3, Census Tract 2113, Fairfield County, Connecticut",1843,1797,1630,43,0,62,0,0,62,46,46,0,0,0,0,0,0
1500000US090012114001,090012114001,"Block Group 1, Census Tract 2114, Fairfield County, Connecticut",2860,2697,2400,149,0,87,0,0,61,163,69,0,0,0,0,21,73
1500000US090012114003,090012114003,"Block Group 3, Census Tract 2114, Fairfield County, Connecticut",1167,1145,1085,0,0,0,0,0,60,22,11,0,0,0,0,11,0
1500000US090012201001,090012201001,"Block Group 1, Census Tract 2201, Fairfield County, Connecticut",1170,1109,1075,0,0,34,0,0,0,61,61,0,0,0,0,0,0
1500000US090012201002,090012201002,"Block Group 2, Census Tract 2201, Fairfield County, Connecticut",1237,1194,1165,0,0,22,0,0,7,43,13,0,0,0,0,30,0
1500000US090012201003,090012201003,"Block Group 3, Census Tract 2201, Fairfield County, Connecticut",1995,1906,1877,0,0,5,0,0,24,89,35,0,0,0,0,25,29
1500000US090012201004,090012201004,"Block Group 4, Census Tract 2201, Fairfield County, Connecticut",809,809,780,0,0,21,8,0,0,0,0,0,0,0,0,0,0
1500000US090012202001,090012202001,"Block Group 1, Census Tract 2202, Fairfield County, Connecticut",1349,1349,1314,20,0,15,0,0,0,0,0,0,0,0,0,0,0
1500000US090012202002,090012202002,"Block Group 2, Census Tract 2202, Fairfield County, Connecticut",723,703,668,0,3,21,0,0,11,20,20,0,0,0,0,0,0
1500000US090012202003,090012202003,"Block Group 3, Census Tract 2202, Fairfield County, Connecticut",1020,998,953,0,12,20,0,0,13,22,7,0,0,0,0,15,0
1500000US090012202006,090012202006,"Block Group 6, Census Tract 2202, Fairfield County, Connecticut",1737,1708,1672,0,0,36,0,0,0,29,29,0,0,0,0,0,0
1500000US090012203001,090012203001,"Block Group 1, Census Tract 2203, Fairfield County, Connecticut",1473,1433,1422,0,0,0,0,0,11,40,34,0,0,0,0,6,0
1500000US090012203002,090012203002,"Block Group 2, Census Tract 2203, Fairfield County, Connecticut",656,656,646,0,0,4,0,0,6,0,0,0,0,0,0,0,0
1500000US090012203004,090012203004,"Block Group 4, Census Tract 2203, Fairfield County, Connecticut",836,782,725,0,0,57,0,0,0,54,12,0,0,0,0,42,0
1500000US090012203005,090012203005,"Block Group 5, Census Tract 2203, Fairfield County, Connecticut",948,948,904,28,0,16,0,0,0,0,0,0,0,0,0,0,0
1500000US090012301001,090012301001,"Block Group 1, Census Tract 2301, Fairfield County, Connecticut",2729,2706,2582,22,11,22,0,0,69,23,19,0,0,0,0,4,0
