FID,OBJECTID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGIT,F5_2_STACK,F5_3_WATER,F5_4_UNDER,F5_4_1_UND,F5_4_2_UND,F5_5_1_LAN,F5_5_1A_RC,F5_5_1B_OT,F5_5_2_LAN,F5_5_3_SUR,F5_5_3A_RC,F5_5_3B_Ot,F5_5_4_OTH,ON_SITE_RE,F6_1_POTW_,F6_1_POT_1,F6_1_POT_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEA,F8_1A_ON_S,F8_1B_ON_S,F8_1C_OFF_,F8_1D_OFF_,F8_2_ENERG,F8_3_ENERG,F8_4_RECYC,F8_5_RECYC,F8_6_TREAT,F8_7_TREAT,PROD__WAST,F8_8_ONE_T,PROD_RATIO,F8_9_PRODU,PARENT_COM,PARENT_C_1,Field110,FID_1,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
0,323,2016,06468MRCNH16COM,110001734641.000000000000000,AMERICAN HEAT TREATING INC,16 COMMERCE DR,MONROE,FAIRFIELD,CT,6468, , ,41.343409999999999,-73.246899999999997,NO,332,Fabricated Metals, , , , , , ,332811,0,0,0,0,0,1316215043370.000000000000000,AMMONIA,007664417,152389,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,PRODUCTION,0.790000000000000,NA, , ,48,09,001,100300,1,090011003001,Block Group 1,G5030,S,15270715.000000000000000,24163.000000000000000,+41.3538836,-073.2227583,500,501,1500000US090011003001,"Block Group 1, Census Tract 1003, Fairfield County, Connecticut",2954,5,34,4,0,27,8,8,0,2868,86,0,no,2954,2831,2743,21,0,67,0,0,0,123,93,0,0,0,0,30,0,1,0,0,0,0,0,0,090011003001
1,476,2016,06468SYMRS15COM,110000316346.000000000000000,SEYMOUR SHERIDAN INC,15 COMMERCE DR,MONROE,FAIRFIELD,CT,6468, , ,41.342869999999998,-73.248410000000007,NO,332,Fabricated Metals, , , , , , ,332999,0,0,0,0,0,1316215032230.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,48,09,001,100300,1,090011003001,Block Group 1,G5030,S,15270715.000000000000000,24163.000000000000000,+41.3538836,-073.2227583,500,501,1500000US090011003001,"Block Group 1, Census Tract 1003, Fairfield County, Connecticut",2954,5,34,4,0,27,8,8,0,2868,86,0,no,2954,2831,2743,21,0,67,0,0,0,123,93,0,0,0,0,30,0,1,0,0,0,0,0,0,090011003001
2,483,2016,06468SYMRS15COM,110000316346.000000000000000,SEYMOUR SHERIDAN INC,15 COMMERCE DR,MONROE,FAIRFIELD,CT,6468, , ,41.342869999999998,-73.248410000000007,NO,332,Fabricated Metals, , , , , , ,332999,0,0,0,0,0,1316215032250.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,48,09,001,100300,1,090011003001,Block Group 1,G5030,S,15270715.000000000000000,24163.000000000000000,+41.3538836,-073.2227583,500,501,1500000US090011003001,"Block Group 1, Census Tract 1003, Fairfield County, Connecticut",2954,5,34,4,0,27,8,8,0,2868,86,0,no,2954,2831,2743,21,0,67,0,0,0,123,93,0,0,0,0,30,0,1,0,0,0,0,0,0,090011003001
3,179,2016,06607CNNCT128LO,110016679931.000000000000000,CONNECTICUT ANODIZING & FINISHING CO INC,128 LOGAN ST,BRIDGEPORT,FAIRFIELD,CT,6607, , ,41.176810000000003,-73.159059999999997,NO,332,Fabricated Metals, , , , , , ,332813,0,0,0,0,0,1316215334700.000000000000000,NITRIC ACID,007697372,152686,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,5198,5198.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,15358.000000000000000,5198.000000000000000,20556.000000000000000,0.000000000000000,PRODUCTION,0.980000000000000,NA, , ,141,09,001,074400,1,090010744001,Block Group 1,G5030,S,288593.000000000000000,0.000000000000000,+41.1790110,-073.1577027,429,430,1500000US090010744001,"Block Group 1, Census Tract 744, Fairfield County, Connecticut",1157,170,53,63,57,76,137,13,0,588,569,0,yes,1157,849,10,827,5,7,0,0,0,308,239,0,0,0,0,69,0,0,1,0,0,0,0,0,090010744001
4,686,2016,06804TRDNT1114F,110029259059.000000000000000,TRIDENT-ITW,1114 FEDERAL RD,BROOKFIELD,FAIRFIELD,CT,6804, , ,41.500850000000000,-73.417569999999998,NO,334,Computers and Electronic Products, , , , , , ,334419,0,0,0,0,0,1316215018930.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,61,0.000000000000000,55.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,116.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,116.000000000000000,0,0,0.000000000000000,0.000000000000000,116.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,116.000000000000000,0.000000000000000,PRODUCTION,1.180000000000000,ILLINOIS TOOL WORKS INC,005146428, ,145,09,001,205100,1,090012051001,Block Group 1,G5030,S,3889267.000000000000000,347210.000000000000000,+41.4934796,-073.4233545,541,542,1500000US090012051001,"Block Group 1, Census Tract 2051, Fairfield County, Connecticut",1093,13,7,8,7,0,0,9,14,1035,58,0,no,1093,1072,998,6,36,18,0,0,14,21,21,0,0,0,0,0,0,1,0,0,0,0,0,0,090012051001
5,512,2016,06490JLLFF354PE,110000316621.000000000000000,JELLIFF CORP,354 PEQUOT AVE,SOUTHPORT,FAIRFIELD,CT,6890, , ,41.136279999999999,-73.284049999999993,NO,332,Fabricated Metals, , , , , , ,332618,0,0,0,0,0,1316215784370.000000000000000,AMMONIA,007664417,152389,NO,TRI,NO,0,NO,R,Pounds,0.050000000000000,0.050000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.100000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000,ACTIVITY,1.000000000000000,JELLIFF CORP,001181841, ,153,09,001,060600,1,090010606001,Block Group 1,G5030,S,2212777.000000000000000,379633.000000000000000,+41.1380032,-073.2828992,288,289,1500000US090010606001,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",1439,0,19,11,26,14,19,0,0,1350,89,0,no,1439,1414,1377,6,4,12,0,6,9,25,25,0,0,0,0,0,0,1,0,0,0,0,0,0,090010606001
6,619,2016,06490SPRRPLACEY,110000603099.000000000000000,SUPERIOR PLATING CO,LACEY PL,SOUTHPORT,FAIRFIELD,CT,6890, , ,41.140639999999998,-73.276399999999995,NO,332,Fabricated Metals, , , , , , ,332813,0,0,0,0,0,1316215611660.000000000000000,NITRATE COMPOUNDS,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,4.540000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,4.540000000000000,0.000000000000000,1659.000000000000000,1659.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,30313,0,0.000000000000000,0.000000000000000,0,0,31972.000000000000000,4.540000000000000,0,0,4.540000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,31972.000000000000000,31976.540000000001000,0.000000000000000,PRODUCTION,0.740000000000000,SUPERIOR PLATING CO,NA, ,153,09,001,060600,1,090010606001,Block Group 1,G5030,S,2212777.000000000000000,379633.000000000000000,+41.1380032,-073.2828992,288,289,1500000US090010606001,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",1439,0,19,11,26,14,19,0,0,1350,89,0,no,1439,1414,1377,6,4,12,0,6,9,25,25,0,0,0,0,0,0,1,0,0,0,0,0,0,090010606001
7,626,2016,06490SPRRPLACEY,110000603099.000000000000000,SUPERIOR PLATING CO,LACEY PL,SOUTHPORT,FAIRFIELD,CT,6890, , ,41.140639999999998,-73.276399999999995,NO,332,Fabricated Metals, , , , , , ,332813,0,0,0,0,0,1316215611650.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,1.050000000000000,0.100000000000000,0.100000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,1.250000000000000,0.130000000000000,0.000000000000000,0.130000000000000,0,2492.300000000000200,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,2492.429999999999800,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,2493.679999999999800,0,0,1.250000000000000,0.000000000000000,2492.429999999999800,0,0.000000000000000,7000,0.000000000000000,0.000000000000000,0.000000000000000,9493.680000000000300,0.000000000000000,PRODUCTION,1.010000000000000,SUPERIOR PLATING CO,NA, ,153,09,001,060600,1,090010606001,Block Group 1,G5030,S,2212777.000000000000000,379633.000000000000000,+41.1380032,-073.2828992,288,289,1500000US090010606001,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",1439,0,19,11,26,14,19,0,0,1350,89,0,no,1439,1414,1377,6,4,12,0,6,9,25,25,0,0,0,0,0,0,1,0,0,0,0,0,0,090010606001
8,643,2016,06490SPRRPLACEY,110000603099.000000000000000,SUPERIOR PLATING CO,LACEY PL,SOUTHPORT,FAIRFIELD,CT,6890, , ,41.140639999999998,-73.276399999999995,NO,332,Fabricated Metals, , , , , , ,332813,0,0,0,0,0,1316215611700.000000000000000,NITRIC ACID,007697372,152686,NO,TRI,NO,0,NO,R,Pounds,5.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,220.000000000000000,0,0,220.000000000000000,10.000000000000000,0,0,10.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,20642.000000000000000,220.000000000000000,20872.000000000000000,0.000000000000000,PRODUCTION,0.740000000000000,SUPERIOR PLATING CO,NA, ,153,09,001,060600,1,090010606001,Block Group 1,G5030,S,2212777.000000000000000,379633.000000000000000,+41.1380032,-073.2828992,288,289,1500000US090010606001,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",1439,0,19,11,26,14,19,0,0,1350,89,0,no,1439,1414,1377,6,4,12,0,6,9,25,25,0,0,0,0,0,0,1,0,0,0,0,0,0,090010606001
9,100,2016,06902PLYCS69SOU,110000317700.000000000000000,SPARTECH LLC,69 SOUTHFIELD AVE,STAMFORD,FAIRFIELD,CT,6902, , ,41.037810000000000,-73.547590000000000,NO,326,Plastics and Rubber, , , , , , ,326113,0,0,0,0,0,1316215590050.000000000000000,METHYL METHACRYLATE,000080626,8458,YES,TRI,NO,0,NO,R,Pounds,4943.199999999999800,8.500000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0.000000000000000,4951.699999999999800,123.489999999999990,1111.410000000000100,1234.900000000000100,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,123.489999999999990,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0,0,1111.410000000000100,5075.189999999999600,0,0,4951.699999999999800,0.000000000000000,123.489999999999990,0,0.000000000000000,0,0.000000000000000,8527.799999999999300,1111.410000000000100,14714.400000000000000,0.000000000000000,PRODUCTION,0.890000000000000,NA, , ,189,09,001,022300,2,090010223002,Block Group 2,G5030,S,1008655.000000000000000,865640.000000000000000,+41.0293127,-073.5458448,133,134,1500000US090010223002,"Block Group 2, Census Tract 223, Fairfield County, Connecticut",1346,32,0,15,0,27,6,0,23,1243,103,0,no,1346,1161,849,242,0,70,0,0,0,185,140,26,12,0,0,0,7,1,0,0,0,0,0,0,090010223002
