GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08
Id,Id2,Geography,Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races
1500000US090010739002,090010739002,"Block Group 2, Census Tract 739, Fairfield County, Connecticut",640,200,157,0,0,0,121,162
1500000US090010739003,090010739003,"Block Group 3, Census Tract 739, Fairfield County, Connecticut",650,142,236,0,0,0,272,0
1500000US090010739004,090010739004,"Block Group 4, Census Tract 739, Fairfield County, Connecticut",787,359,144,0,31,0,180,73
1500000US090010740001,090010740001,"Block Group 1, Census Tract 740, Fairfield County, Connecticut",1040,412,141,0,0,0,281,206
1500000US090010740002,090010740002,"Block Group 2, Census Tract 740, Fairfield County, Connecticut",992,220,458,0,20,0,251,43
1500000US090010743001,090010743001,"Block Group 1, Census Tract 743, Fairfield County, Connecticut",770,192,351,0,7,0,187,33
1500000US090010743002,090010743002,"Block Group 2, Census Tract 743, Fairfield County, Connecticut",481,111,282,0,0,0,64,24
1500000US090010743003,090010743003,"Block Group 3, Census Tract 743, Fairfield County, Connecticut",915,168,653,0,7,0,37,50
1500000US090010743004,090010743004,"Block Group 4, Census Tract 743, Fairfield County, Connecticut",566,46,446,0,0,0,62,12
1500000US090010743005,090010743005,"Block Group 5, Census Tract 743, Fairfield County, Connecticut",630,81,415,0,0,0,73,61
1500000US090010743006,090010743006,"Block Group 6, Census Tract 743, Fairfield County, Connecticut",733,175,362,0,0,0,176,20
1500000US090010744001,090010744001,"Block Group 1, Census Tract 744, Fairfield County, Connecticut",1157,249,827,5,7,0,69,0
1500000US090010744002,090010744002,"Block Group 2, Census Tract 744, Fairfield County, Connecticut",1093,195,745,30,5,0,93,25
1500000US090010744003,090010744003,"Block Group 3, Census Tract 744, Fairfield County, Connecticut",1104,105,805,0,0,0,153,41
1500000US090010744004,090010744004,"Block Group 4, Census Tract 744, Fairfield County, Connecticut",735,31,628,0,0,0,73,3
1500000US090010801001,090010801001,"Block Group 1, Census Tract 801, Fairfield County, Connecticut",896,779,102,0,0,0,0,15
1500000US090010801002,090010801002,"Block Group 2, Census Tract 801, Fairfield County, Connecticut",1268,1094,84,0,12,0,62,16
1500000US090010801003,090010801003,"Block Group 3, Census Tract 801, Fairfield County, Connecticut",959,520,148,0,76,0,199,16
1500000US090010801004,090010801004,"Block Group 4, Census Tract 801, Fairfield County, Connecticut",1149,974,117,3,43,0,5,7
1500000US090010802001,090010802001,"Block Group 1, Census Tract 802, Fairfield County, Connecticut",1576,1330,154,0,12,0,80,0
1500000US090010802002,090010802002,"Block Group 2, Census Tract 802, Fairfield County, Connecticut",1128,749,273,11,38,0,38,19
1500000US090010802003,090010802003,"Block Group 3, Census Tract 802, Fairfield County, Connecticut",1294,893,268,8,44,0,62,19
1500000US090010804001,090010804001,"Block Group 1, Census Tract 804, Fairfield County, Connecticut",1339,815,340,0,0,0,114,70
1500000US090010804002,090010804002,"Block Group 2, Census Tract 804, Fairfield County, Connecticut",2099,786,1121,22,0,0,91,79
1500000US090010804003,090010804003,"Block Group 3, Census Tract 804, Fairfield County, Connecticut",2145,502,1472,20,44,0,27,80
1500000US090010804004,090010804004,"Block Group 4, Census Tract 804, Fairfield County, Connecticut",349,214,45,0,67,0,0,23
1500000US090010805001,090010805001,"Block Group 1, Census Tract 805, Fairfield County, Connecticut",1778,1704,0,4,13,0,24,33
1500000US090010805002,090010805002,"Block Group 2, Census Tract 805, Fairfield County, Connecticut",688,670,0,0,0,0,5,13
1500000US090010805003,090010805003,"Block Group 3, Census Tract 805, Fairfield County, Connecticut",892,865,8,0,0,0,0,19
1500000US090010806001,090010806001,"Block Group 1, Census Tract 806, Fairfield County, Connecticut",952,931,0,0,0,0,0,21
1500000US090010806002,090010806002,"Block Group 2, Census Tract 806, Fairfield County, Connecticut",1340,1171,161,0,4,0,0,4
1500000US090010807001,090010807001,"Block Group 1, Census Tract 807, Fairfield County, Connecticut",1031,915,93,0,0,0,0,23
1500000US090010807002,090010807002,"Block Group 2, Census Tract 807, Fairfield County, Connecticut",978,924,22,0,0,0,21,11
1500000US090010808001,090010808001,"Block Group 1, Census Tract 808, Fairfield County, Connecticut",854,825,14,0,0,0,0,15
1500000US090010808002,090010808002,"Block Group 2, Census Tract 808, Fairfield County, Connecticut",795,763,0,0,18,0,0,14
1500000US090010808003,090010808003,"Block Group 3, Census Tract 808, Fairfield County, Connecticut",981,968,13,0,0,0,0,0
1500000US090010808004,090010808004,"Block Group 4, Census Tract 808, Fairfield County, Connecticut",1052,976,19,0,46,0,6,5
1500000US090010808005,090010808005,"Block Group 5, Census Tract 808, Fairfield County, Connecticut",1019,950,34,0,0,0,35,0
1500000US090010809001,090010809001,"Block Group 1, Census Tract 809, Fairfield County, Connecticut",2049,1928,86,16,0,0,15,4
1500000US090010809002,090010809002,"Block Group 2, Census Tract 809, Fairfield County, Connecticut",1597,1338,76,0,25,0,139,19
1500000US090010809003,090010809003,"Block Group 3, Census Tract 809, Fairfield County, Connecticut",1069,1029,4,0,0,0,19,17
1500000US090010810001,090010810001,"Block Group 1, Census Tract 810, Fairfield County, Connecticut",1404,1297,0,0,34,0,52,21
1500000US090010810002,090010810002,"Block Group 2, Census Tract 810, Fairfield County, Connecticut",926,880,9,0,31,0,0,6
1500000US090010810003,090010810003,"Block Group 3, Census Tract 810, Fairfield County, Connecticut",1887,1607,145,0,41,0,36,58
1500000US090010811001,090010811001,"Block Group 1, Census Tract 811, Fairfield County, Connecticut",1389,1340,0,0,49,0,0,0
1500000US090010811002,090010811002,"Block Group 2, Census Tract 811, Fairfield County, Connecticut",1533,1511,0,0,0,0,0,22
1500000US090010811003,090010811003,"Block Group 3, Census Tract 811, Fairfield County, Connecticut",1626,1554,35,0,0,0,7,30
1500000US090010812001,090010812001,"Block Group 1, Census Tract 812, Fairfield County, Connecticut",1352,1245,23,0,15,0,11,58
1500000US090010812002,090010812002,"Block Group 2, Census Tract 812, Fairfield County, Connecticut",1549,1441,33,0,32,0,0,43
1500000US090010812003,090010812003,"Block Group 3, Census Tract 812, Fairfield County, Connecticut",1124,1124,0,0,0,0,0,0
1500000US090010812004,090010812004,"Block Group 4, Census Tract 812, Fairfield County, Connecticut",1014,945,51,0,0,0,0,18
1500000US090010813001,090010813001,"Block Group 1, Census Tract 813, Fairfield County, Connecticut",1513,1442,13,0,58,0,0,0
1500000US090010813002,090010813002,"Block Group 2, Census Tract 813, Fairfield County, Connecticut",1810,1791,9,0,0,0,0,10
1500000US090010813003,090010813003,"Block Group 3, Census Tract 813, Fairfield County, Connecticut",892,843,6,0,0,0,0,43
1500000US090010813004,090010813004,"Block Group 4, Census Tract 813, Fairfield County, Connecticut",680,639,13,0,28,0,0,0
1500000US090010901001,090010901001,"Block Group 1, Census Tract 901, Fairfield County, Connecticut",1752,1608,8,4,66,0,24,42
1500000US090010901009,090010901009,"Block Group 9, Census Tract 901, Fairfield County, Connecticut",1236,1191,27,0,4,0,0,14
1500000US090010902001,090010902001,"Block Group 1, Census Tract 902, Fairfield County, Connecticut",1709,1657,0,0,46,0,6,0
1500000US090010902002,090010902002,"Block Group 2, Census Tract 902, Fairfield County, Connecticut",2071,2014,0,0,50,0,7,0
1500000US090010902003,090010902003,"Block Group 3, Census Tract 902, Fairfield County, Connecticut",2334,2334,0,0,0,0,0,0
1500000US090010902004,090010902004,"Block Group 4, Census Tract 902, Fairfield County, Connecticut",1572,1451,0,29,36,0,0,56
1500000US090010903001,090010903001,"Block Group 1, Census Tract 903, Fairfield County, Connecticut",967,967,0,0,0,0,0,0
1500000US090010903002,090010903002,"Block Group 2, Census Tract 903, Fairfield County, Connecticut",949,915,34,0,0,0,0,0
1500000US090010903003,090010903003,"Block Group 3, Census Tract 903, Fairfield County, Connecticut",1015,910,53,0,0,0,34,18
1500000US090010903004,090010903004,"Block Group 4, Census Tract 903, Fairfield County, Connecticut",1674,1562,6,0,76,0,11,19
1500000US090010904001,090010904001,"Block Group 1, Census Tract 904, Fairfield County, Connecticut",3191,2650,215,0,209,0,30,87
1500000US090010904002,090010904002,"Block Group 2, Census Tract 904, Fairfield County, Connecticut",679,663,16,0,0,0,0,0
1500000US090010904003,090010904003,"Block Group 3, Census Tract 904, Fairfield County, Connecticut",2156,1986,56,0,59,0,16,39
1500000US090010905001,090010905001,"Block Group 1, Census Tract 905, Fairfield County, Connecticut",936,886,0,0,50,0,0,0
1500000US090010905002,090010905002,"Block Group 2, Census Tract 905, Fairfield County, Connecticut",1543,1392,0,0,30,0,62,59
1500000US090010905003,090010905003,"Block Group 3, Census Tract 905, Fairfield County, Connecticut",1045,934,25,0,69,0,0,17
1500000US090010905004,090010905004,"Block Group 4, Census Tract 905, Fairfield County, Connecticut",842,815,0,0,0,0,27,0
1500000US090010906001,090010906001,"Block Group 1, Census Tract 906, Fairfield County, Connecticut",1852,1808,0,0,22,0,0,22
1500000US090010906002,090010906002,"Block Group 2, Census Tract 906, Fairfield County, Connecticut",1576,1458,69,0,41,0,0,8
1500000US090010907001,090010907001,"Block Group 1, Census Tract 907, Fairfield County, Connecticut",2088,2004,39,0,45,0,0,0
1500000US090010907002,090010907002,"Block Group 2, Census Tract 907, Fairfield County, Connecticut",1419,1346,15,0,46,0,6,6
1500000US090010907009,090010907009,"Block Group 9, Census Tract 907, Fairfield County, Connecticut",1637,1595,7,0,35,0,0,0
1500000US090011001001,090011001001,"Block Group 1, Census Tract 1001, Fairfield County, Connecticut",3064,2972,19,0,25,0,11,37
1500000US090011001009,090011001009,"Block Group 9, Census Tract 1001, Fairfield County, Connecticut",2416,2303,6,0,9,0,51,47
1500000US090011002001,090011002001,"Block Group 1, Census Tract 1002, Fairfield County, Connecticut",2357,2290,36,0,20,0,0,11
1500000US090011002002,090011002002,"Block Group 2, Census Tract 1002, Fairfield County, Connecticut",1392,1357,0,0,0,0,22,13
1500000US090011002003,090011002003,"Block Group 3, Census Tract 1002, Fairfield County, Connecticut",3308,3059,219,0,30,0,0,0
1500000US090011003001,090011003001,"Block Group 1, Census Tract 1003, Fairfield County, Connecticut",2954,2836,21,0,67,0,30,0
1500000US090011003008,090011003008,"Block Group 8, Census Tract 1003, Fairfield County, Connecticut",1729,1634,12,0,51,0,0,32
1500000US090011003009,090011003009,"Block Group 9, Census Tract 1003, Fairfield County, Connecticut",2027,1982,0,0,21,0,14,10
1500000US090011051001,090011051001,"Block Group 1, Census Tract 1051, Fairfield County, Connecticut",2706,2637,3,0,38,11,0,17
1500000US090011051009,090011051009,"Block Group 9, Census Tract 1051, Fairfield County, Connecticut",1364,1348,0,0,16,0,0,0
1500000US090011052009,090011052009,"Block Group 9, Census Tract 1052, Fairfield County, Connecticut",3202,3041,0,18,88,0,38,17
1500000US090011101001,090011101001,"Block Group 1, Census Tract 1101, Fairfield County, Connecticut",1148,887,29,5,110,0,38,79
1500000US090011101002,090011101002,"Block Group 2, Census Tract 1101, Fairfield County, Connecticut",1250,1045,36,0,4,0,135,30
1500000US090011102011,090011102011,"Block Group 1, Census Tract 1102.01, Fairfield County, Connecticut",2494,2343,81,0,59,0,11,0
1500000US090011102012,090011102012,"Block Group 2, Census Tract 1102.01, Fairfield County, Connecticut",2038,1942,17,0,69,0,10,0
1500000US090011102021,090011102021,"Block Group 1, Census Tract 1102.02, Fairfield County, Connecticut",1272,1137,50,6,70,0,9,0
1500000US090011102022,090011102022,"Block Group 2, Census Tract 1102.02, Fairfield County, Connecticut",1342,1330,12,0,0,0,0,0
1500000US090011102023,090011102023,"Block Group 3, Census Tract 1102.02, Fairfield County, Connecticut",1747,1686,13,0,3,4,24,17
1500000US090011103011,090011103011,"Block Group 1, Census Tract 1103.01, Fairfield County, Connecticut",976,863,0,0,52,0,26,35
1500000US090011103012,090011103012,"Block Group 2, Census Tract 1103.01, Fairfield County, Connecticut",2878,2658,27,0,130,0,6,57
1500000US090011103014,090011103014,"Block Group 4, Census Tract 1103.01, Fairfield County, Connecticut",2155,2146,0,0,0,0,0,9
1500000US090011103021,090011103021,"Block Group 1, Census Tract 1103.02, Fairfield County, Connecticut",1382,1296,0,0,55,0,0,31
1500000US090011103022,090011103022,"Block Group 2, Census Tract 1103.02, Fairfield County, Connecticut",935,846,5,0,48,0,19,17
1500000US090011104001,090011104001,"Block Group 1, Census Tract 1104, Fairfield County, Connecticut",1621,1614,0,0,0,0,7,0
1500000US090011104002,090011104002,"Block Group 2, Census Tract 1104, Fairfield County, Connecticut",2142,2101,0,0,8,0,0,33
1500000US090011104009,090011104009,"Block Group 9, Census Tract 1104, Fairfield County, Connecticut",1226,1168,25,0,7,0,19,7
1500000US090011105001,090011105001,"Block Group 1, Census Tract 1105, Fairfield County, Connecticut",1361,1310,11,0,0,0,0,40
1500000US090011105002,090011105002,"Block Group 2, Census Tract 1105, Fairfield County, Connecticut",1759,1711,15,0,0,0,2,31
1500000US090011105003,090011105003,"Block Group 3, Census Tract 1105, Fairfield County, Connecticut",1341,1228,40,0,73,0,0,0
1500000US090011105009,090011105009,"Block Group 9, Census Tract 1105, Fairfield County, Connecticut",1389,1353,11,0,7,0,0,18
1500000US090011106001,090011106001,"Block Group 1, Census Tract 1106, Fairfield County, Connecticut",906,861,0,5,0,12,28,0
1500000US090011106002,090011106002,"Block Group 2, Census Tract 1106, Fairfield County, Connecticut",1731,1557,0,0,20,0,0,154
1500000US090011106004,090011106004,"Block Group 4, Census Tract 1106, Fairfield County, Connecticut",5008,4765,18,0,134,0,57,34
1500000US090012001001,090012001001,"Block Group 1, Census Tract 2001, Fairfield County, Connecticut",1672,1458,58,0,48,0,97,11
1500000US090012001002,090012001002,"Block Group 2, Census Tract 2001, Fairfield County, Connecticut",1832,1595,26,0,138,0,46,27
1500000US090012002001,090012002001,"Block Group 1, Census Tract 2002, Fairfield County, Connecticut",1982,1765,41,0,147,0,0,29
1500000US090012002002,090012002002,"Block Group 2, Census Tract 2002, Fairfield County, Connecticut",804,786,0,0,0,4,14,0
1500000US090012002003,090012002003,"Block Group 3, Census Tract 2002, Fairfield County, Connecticut",1053,957,61,0,23,0,2,10
1500000US090012002004,090012002004,"Block Group 4, Census Tract 2002, Fairfield County, Connecticut",790,706,0,13,33,0,38,0
1500000US090012003011,090012003011,"Block Group 1, Census Tract 2003.01, Fairfield County, Connecticut",1625,1550,35,0,20,0,0,20
1500000US090012003012,090012003012,"Block Group 2, Census Tract 2003.01, Fairfield County, Connecticut",1526,1498,0,0,0,0,0,28
1500000US090012003013,090012003013,"Block Group 3, Census Tract 2003.01, Fairfield County, Connecticut",1670,1493,0,0,152,0,25,0
1500000US090012003023,090012003023,"Block Group 3, Census Tract 2003.02, Fairfield County, Connecticut",1522,1480,0,0,8,0,0,34
1500000US090012003024,090012003024,"Block Group 4, Census Tract 2003.02, Fairfield County, Connecticut",1666,1561,5,30,45,0,12,13
1500000US090012003025,090012003025,"Block Group 5, Census Tract 2003.02, Fairfield County, Connecticut",1320,1276,0,0,0,0,30,14
1500000US090012003029,090012003029,"Block Group 9, Census Tract 2003.02, Fairfield County, Connecticut",605,580,0,6,13,0,0,6
1500000US090012051001,090012051001,"Block Group 1, Census Tract 2051, Fairfield County, Connecticut",1093,1019,6,36,18,0,0,14
1500000US090012051002,090012051002,"Block Group 2, Census Tract 2051, Fairfield County, Connecticut",1583,1493,37,0,0,0,34,19
1500000US090012051003,090012051003,"Block Group 3, Census Tract 2051, Fairfield County, Connecticut",1072,1033,0,0,0,0,22,17
1500000US090012052001,090012052001,"Block Group 1, Census Tract 2052, Fairfield County, Connecticut",1982,1927,13,0,10,0,0,32
1500000US090012052002,090012052002,"Block Group 2, Census Tract 2052, Fairfield County, Connecticut",2737,2654,83,0,0,0,0,0
1500000US090012052003,090012052003,"Block Group 3, Census Tract 2052, Fairfield County, Connecticut",2029,2010,19,0,0,0,0,0
1500000US090012053001,090012053001,"Block Group 1, Census Tract 2053, Fairfield County, Connecticut",2417,2250,21,0,103,0,7,36
1500000US090012053002,090012053002,"Block Group 2, Census Tract 2053, Fairfield County, Connecticut",1250,1193,0,0,28,0,12,17
1500000US090012053003,090012053003,"Block Group 3, Census Tract 2053, Fairfield County, Connecticut",1501,1399,0,0,81,0,0,21
1500000US090012101001,090012101001,"Block Group 1, Census Tract 2101, Fairfield County, Connecticut",1672,824,149,0,50,0,554,95
1500000US090012101002,090012101002,"Block Group 2, Census Tract 2101, Fairfield County, Connecticut",1797,1239,8,0,91,0,361,98
1500000US090012101003,090012101003,"Block Group 3, Census Tract 2101, Fairfield County, Connecticut",2753,1641,205,0,213,0,540,154
1500000US090012102001,090012102001,"Block Group 1, Census Tract 2102, Fairfield County, Connecticut",2101,1213,260,0,80,0,425,123
1500000US090012102002,090012102002,"Block Group 2, Census Tract 2102, Fairfield County, Connecticut",1861,1090,212,31,108,0,354,66
1500000US090012102003,090012102003,"Block Group 3, Census Tract 2102, Fairfield County, Connecticut",2487,1827,77,0,107,0,229,247
1500000US090012103001,090012103001,"Block Group 1, Census Tract 2103, Fairfield County, Connecticut",1729,1048,211,0,321,0,129,20
1500000US090012103002,090012103002,"Block Group 2, Census Tract 2103, Fairfield County, Connecticut",3402,2813,78,11,101,0,302,97
1500000US090012104001,090012104001,"Block Group 1, Census Tract 2104, Fairfield County, Connecticut",3451,2242,265,5,358,0,472,109
1500000US090012104002,090012104002,"Block Group 2, Census Tract 2104, Fairfield County, Connecticut",1727,1320,26,0,122,0,97,162
1500000US090012104004,090012104004,"Block Group 4, Census Tract 2104, Fairfield County, Connecticut",1696,1199,272,0,53,0,66,106
1500000US090012105001,090012105001,"Block Group 1, Census Tract 2105, Fairfield County, Connecticut",1423,1308,43,6,0,0,31,35
1500000US090012105002,090012105002,"Block Group 2, Census Tract 2105, Fairfield County, Connecticut",1344,1310,26,0,8,0,0,0
1500000US090012105004,090012105004,"Block Group 4, Census Tract 2105, Fairfield County, Connecticut",1059,941,7,0,111,0,0,0
1500000US090012105005,090012105005,"Block Group 5, Census Tract 2105, Fairfield County, Connecticut",1714,1474,35,54,46,0,69,36
1500000US090012106001,090012106001,"Block Group 1, Census Tract 2106, Fairfield County, Connecticut",1460,757,195,0,297,0,134,77
1500000US090012106002,090012106002,"Block Group 2, Census Tract 2106, Fairfield County, Connecticut",907,724,54,13,0,0,46,70
1500000US090012106003,090012106003,"Block Group 3, Census Tract 2106, Fairfield County, Connecticut",1391,1012,167,0,135,0,39,38
1500000US090012106004,090012106004,"Block Group 4, Census Tract 2106, Fairfield County, Connecticut",1044,714,138,7,17,0,148,20
1500000US090012106005,090012106005,"Block Group 5, Census Tract 2106, Fairfield County, Connecticut",1383,1100,25,0,0,0,186,72
1500000US090012107001,090012107001,"Block Group 1, Census Tract 2107, Fairfield County, Connecticut",1618,1079,153,0,12,0,56,318
1500000US090012107002,090012107002,"Block Group 2, Census Tract 2107, Fairfield County, Connecticut",1673,1121,324,24,0,0,195,9
1500000US090012107003,090012107003,"Block Group 3, Census Tract 2107, Fairfield County, Connecticut",1547,1194,142,0,20,0,158,33
1500000US090012107004,090012107004,"Block Group 4, Census Tract 2107, Fairfield County, Connecticut",2220,1285,277,0,119,0,408,131
1500000US090012107005,090012107005,"Block Group 5, Census Tract 2107, Fairfield County, Connecticut",1983,1431,141,0,106,0,251,54
1500000US090012108001,090012108001,"Block Group 1, Census Tract 2108, Fairfield County, Connecticut",2383,2051,54,0,99,0,94,85
1500000US090012108002,090012108002,"Block Group 2, Census Tract 2108, Fairfield County, Connecticut",562,562,0,0,0,0,0,0
1500000US090012108003,090012108003,"Block Group 3, Census Tract 2108, Fairfield County, Connecticut",2022,1406,319,0,152,0,108,37
1500000US090012109001,090012109001,"Block Group 1, Census Tract 2109, Fairfield County, Connecticut",2013,1886,69,0,0,0,6,52
1500000US090012109002,090012109002,"Block Group 2, Census Tract 2109, Fairfield County, Connecticut",1306,1212,56,0,17,0,0,21
1500000US090012109004,090012109004,"Block Group 4, Census Tract 2109, Fairfield County, Connecticut",1278,1148,60,0,70,0,0,0
1500000US090012109006,090012109006,"Block Group 6, Census Tract 2109, Fairfield County, Connecticut",1084,819,60,11,135,0,32,27
1500000US090012110001,090012110001,"Block Group 1, Census Tract 2110, Fairfield County, Connecticut",1299,1132,97,0,52,0,18,0
1500000US090012110002,090012110002,"Block Group 2, Census Tract 2110, Fairfield County, Connecticut",1164,1045,18,0,77,0,24,0
1500000US090012110003,090012110003,"Block Group 3, Census Tract 2110, Fairfield County, Connecticut",1420,1137,61,0,171,0,32,19
1500000US090012111001,090012111001,"Block Group 1, Census Tract 2111, Fairfield County, Connecticut",1258,551,481,7,26,6,83,104
1500000US090012112001,090012112001,"Block Group 1, Census Tract 2112, Fairfield County, Connecticut",1324,1190,82,0,0,0,33,19
1500000US090012112002,090012112002,"Block Group 2, Census Tract 2112, Fairfield County, Connecticut",2798,2208,172,0,136,0,127,155
1500000US090012112003,090012112003,"Block Group 3, Census Tract 2112, Fairfield County, Connecticut",1668,1327,103,7,112,0,27,92
1500000US090012113001,090012113001,"Block Group 1, Census Tract 2113, Fairfield County, Connecticut",649,649,0,0,0,0,0,0
1500000US090012113002,090012113002,"Block Group 2, Census Tract 2113, Fairfield County, Connecticut",1308,1163,47,16,0,0,82,0
1500000US090012113003,090012113003,"Block Group 3, Census Tract 2113, Fairfield County, Connecticut",1843,1676,43,0,62,0,0,62
1500000US090012114001,090012114001,"Block Group 1, Census Tract 2114, Fairfield County, Connecticut",2860,2469,149,0,87,0,21,134
1500000US090012114003,090012114003,"Block Group 3, Census Tract 2114, Fairfield County, Connecticut",1167,1096,0,0,0,0,11,60
1500000US090012201001,090012201001,"Block Group 1, Census Tract 2201, Fairfield County, Connecticut",1170,1136,0,0,34,0,0,0
1500000US090012201002,090012201002,"Block Group 2, Census Tract 2201, Fairfield County, Connecticut",1237,1178,0,0,22,0,30,7
1500000US090012201003,090012201003,"Block Group 3, Census Tract 2201, Fairfield County, Connecticut",1995,1912,0,0,5,0,25,53
1500000US090012201004,090012201004,"Block Group 4, Census Tract 2201, Fairfield County, Connecticut",809,780,0,0,21,8,0,0
1500000US090012202001,090012202001,"Block Group 1, Census Tract 2202, Fairfield County, Connecticut",1349,1314,20,0,15,0,0,0
1500000US090012202002,090012202002,"Block Group 2, Census Tract 2202, Fairfield County, Connecticut",723,688,0,3,21,0,0,11
1500000US090012202003,090012202003,"Block Group 3, Census Tract 2202, Fairfield County, Connecticut",1020,960,0,12,20,0,15,13
1500000US090012202006,090012202006,"Block Group 6, Census Tract 2202, Fairfield County, Connecticut",1737,1701,0,0,36,0,0,0
1500000US090012203001,090012203001,"Block Group 1, Census Tract 2203, Fairfield County, Connecticut",1473,1456,0,0,0,0,6,11
1500000US090012203002,090012203002,"Block Group 2, Census Tract 2203, Fairfield County, Connecticut",656,646,0,0,4,0,0,6
1500000US090012203004,090012203004,"Block Group 4, Census Tract 2203, Fairfield County, Connecticut",836,737,0,0,57,0,42,0
1500000US090012203005,090012203005,"Block Group 5, Census Tract 2203, Fairfield County, Connecticut",948,904,28,0,16,0,0,0
1500000US090012301001,090012301001,"Block Group 1, Census Tract 2301, Fairfield County, Connecticut",2729,2601,22,11,22,0,4,69
1500000US090012301002,090012301002,"Block Group 2, Census Tract 2301, Fairfield County, Connecticut",1655,1618,0,0,37,0,0,0
1500000US090012301004,090012301004,"Block Group 4, Census Tract 2301, Fairfield County, Connecticut",1719,1623,32,0,0,0,10,54
1500000US090012302001,090012302001,"Block Group 1, Census Tract 2302, Fairfield County, Connecticut",764,756,2,0,6,0,0,0
1500000US090012302002,090012302002,"Block Group 2, Census Tract 2302, Fairfield County, Connecticut",1079,1029,0,0,44,0,0,6
1500000US090012303001,090012303001,"Block Group 1, Census Tract 2303, Fairfield County, Connecticut",1089,970,0,0,88,0,11,20
1500000US090012303002,090012303002,"Block Group 2, Census Tract 2303, Fairfield County, Connecticut",1402,1363,0,0,14,17,8,0
1500000US090012303003,090012303003,"Block Group 3, Census Tract 2303, Fairfield County, Connecticut",934,934,0,0,0,0,0,0
1500000US090012304001,090012304001,"Block Group 1, Census Tract 2304, Fairfield County, Connecticut",1125,1094,24,0,7,0,0,0
1500000US090012304002,090012304002,"Block Group 2, Census Tract 2304, Fairfield County, Connecticut",1549,1517,0,0,17,0,0,15
1500000US090012304003,090012304003,"Block Group 3, Census Tract 2304, Fairfield County, Connecticut",704,700,0,0,0,0,4,0
1500000US090012304004,090012304004,"Block Group 4, Census Tract 2304, Fairfield County, Connecticut",1840,1689,51,6,48,0,4,42
1500000US090012305001,090012305001,"Block Group 1, Census Tract 2305, Fairfield County, Connecticut",1031,943,52,0,0,9,0,27
1500000US090012305002,090012305002,"Block Group 2, Census Tract 2305, Fairfield County, Connecticut",2624,2579,0,0,0,16,0,29
1500000US090012305003,090012305003,"Block Group 3, Census Tract 2305, Fairfield County, Connecticut",2332,1774,340,36,28,0,96,58
1500000US090012305005,090012305005,"Block Group 5, Census Tract 2305, Fairfield County, Connecticut",1204,1114,0,0,90,0,0,0
1500000US090012305006,090012305006,"Block Group 6, Census Tract 2305, Fairfield County, Connecticut",1251,1242,0,0,9,0,0,0
1500000US090012401001,090012401001,"Block Group 1, Census Tract 2401, Fairfield County, Connecticut",976,965,11,0,0,0,0,0
1500000US090012401002,090012401002,"Block Group 2, Census Tract 2401, Fairfield County, Connecticut",857,810,15,0,27,0,5,0
1500000US090012401003,090012401003,"Block Group 3, Census Tract 2401, Fairfield County, Connecticut",1983,1935,13,0,35,0,0,0
1500000US090012402001,090012402001,"Block Group 1, Census Tract 2402, Fairfield County, Connecticut",1655,1564,0,5,57,0,6,23
1500000US090012402002,090012402002,"Block Group 2, Census Tract 2402, Fairfield County, Connecticut",1159,1060,0,0,50,0,34,15
1500000US090012402003,090012402003,"Block Group 3, Census Tract 2402, Fairfield County, Connecticut",1640,1615,0,0,10,0,0,15
1500000US090012451001,090012451001,"Block Group 1, Census Tract 2451, Fairfield County, Connecticut",2126,2056,13,0,46,0,5,6
1500000US090012451002,090012451002,"Block Group 2, Census Tract 2451, Fairfield County, Connecticut",732,712,14,0,0,0,0,6
1500000US090012452001,090012452001,"Block Group 1, Census Tract 2452, Fairfield County, Connecticut",1504,1459,0,0,26,0,7,12
1500000US090012452003,090012452003,"Block Group 3, Census Tract 2452, Fairfield County, Connecticut",955,895,26,6,28,0,0,0
1500000US090012452005,090012452005,"Block Group 5, Census Tract 2452, Fairfield County, Connecticut",1521,1448,4,0,69,0,0,0
1500000US090012453001,090012453001,"Block Group 1, Census Tract 2453, Fairfield County, Connecticut",1710,1608,0,0,59,12,22,9
1500000US090012453002,090012453002,"Block Group 2, Census Tract 2453, Fairfield County, Connecticut",1241,1188,0,0,0,0,53,0
1500000US090012453004,090012453004,"Block Group 4, Census Tract 2453, Fairfield County, Connecticut",2039,1863,0,14,142,0,0,20
1500000US090012454001,090012454001,"Block Group 1, Census Tract 2454, Fairfield County, Connecticut",1153,1140,13,0,0,0,0,0
1500000US090012454002,090012454002,"Block Group 2, Census Tract 2454, Fairfield County, Connecticut",1936,1863,0,0,35,0,0,38
1500000US090012455001,090012455001,"Block Group 1, Census Tract 2455, Fairfield County, Connecticut",1986,1927,0,0,43,0,0,16
1500000US090012455003,090012455003,"Block Group 3, Census Tract 2455, Fairfield County, Connecticut",978,929,12,15,14,0,0,8
1500000US090012456001,090012456001,"Block Group 1, Census Tract 2456, Fairfield County, Connecticut",1780,1747,5,3,8,4,0,13
1500000US090012456003,090012456003,"Block Group 3, Census Tract 2456, Fairfield County, Connecticut",1940,1901,0,4,29,0,0,6
1500000US090012456004,090012456004,"Block Group 4, Census Tract 2456, Fairfield County, Connecticut",1170,1170,0,0,0,0,0,0
