"","lon","lat","state","STATE","COUNTY","TRACT","BLKGRP","population.x","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017","GEOCOMP","SUMLEV","GEOID","NAME","STUSAB","population.y","C17002_001","C17002_002","C17002_003","C17002_004","C17002_005","C17002_006","C17002_007","C17002_008","pct_hisp","pct_nonwhite","pct_black","pct_pov","pct_200_pov","GEOID_LONG"
"214",-73.4222776,41.1036754,"CT","09","001","044000","1",1184,1184,738,357,304,2,57,0,7,11,446,240,16,7,0,0,155,28,"total","150","090010440001","Block Group 1, Census Tract 440, Fairfield County, Connecticut","CT",956,956,51,25,24,0,0,0,856,0.376689189189189,0.69847972972973,0.256756756756757,0.0794979079497908,0.104602510460251,"15000US090010440001"
"215",-73.4268471,41.1025567,"CT","09","001","044000","2",1294,1294,701,359,266,2,50,0,12,12,593,256,12,11,0,0,270,44,"total","150","090010440002","Block Group 2, Census Tract 440, Fairfield County, Connecticut","CT",1466,1466,551,133,108,62,62,0,550,0.458268933539413,0.722565687789799,0.205564142194745,0.466575716234652,0.624829467939973,"15000US090010440002"
"216",-73.4278696,41.0976095,"CT","09","001","044000","3",1210,1210,797,421,303,0,56,0,4,13,413,243,7,0,0,0,151,12,"total","150","090010440003","Block Group 3, Census Tract 440, Fairfield County, Connecticut","CT",749,749,83,76,0,39,68,12,471,0.341322314049587,0.652066115702479,0.250413223140496,0.212283044058745,0.371161548731642,"15000US090010440003"
"217",-73.4243122,41.0960665,"CT","09","001","044000","4",652,652,427,252,121,0,36,0,3,15,225,122,12,0,0,0,80,11,"total","150","090010440004","Block Group 4, Census Tract 440, Fairfield County, Connecticut","CT",415,415,31,11,0,95,9,0,269,0.345092024539877,0.613496932515337,0.18558282208589,0.101204819277108,0.351807228915663,"15000US090010440004"
"218",-73.4281798,41.0916193,"CT","09","001","044000","5",1634,1634,756,258,444,3,21,0,4,26,878,471,7,0,1,0,352,47,"total","150","090010440005","Block Group 5, Census Tract 440, Fairfield County, Connecticut","CT",1577,1577,295,180,0,27,10,0,1065,0.537331701346389,0.842105263157895,0.27172582619339,0.301204819277108,0.324667089410273,"15000US090010440005"
"219",-73.4184457,41.0999775,"CT","09","001","044100","1",1823,1823,1154,562,517,0,45,0,5,25,669,328,19,5,1,0,290,26,"total","150","090010441001","Block Group 1, Census Tract 441, Fairfield County, Connecticut","CT",1829,1800,286,235,68,179,0,0,1032,0.366977509599561,0.691716950082282,0.283598464070214,0.289444444444444,0.426666666666667,"15000US090010441001"
"220",-73.4161803,41.0943142,"CT","09","001","044100","2",1686,1686,954,518,361,1,51,0,0,23,732,217,37,5,6,6,424,37,"total","150","090010441002","Block Group 2, Census Tract 441, Fairfield County, Connecticut","CT",1296,1274,313,32,29,85,81,0,734,0.434163701067616,0.69276393831554,0.2141162514828,0.270800627943485,0.423861852433281,"15000US090010441002"
"221",-73.4023591,41.1077481,"CT","09","001","044200","1",535,535,429,357,34,1,20,0,2,15,106,46,0,0,0,0,49,11,"total","150","090010442001","Block Group 1, Census Tract 442, Fairfield County, Connecticut","CT",567,567,72,0,6,0,0,0,489,0.198130841121495,0.332710280373832,0.0635514018691589,0.126984126984127,0.137566137566138,"15000US090010442001"
"222",-73.4101876,41.1042179,"CT","09","001","044200","2",1017,1017,526,288,175,1,35,0,8,19,491,310,7,2,3,1,141,27,"total","150","090010442002","Block Group 2, Census Tract 442, Fairfield County, Connecticut","CT",773,773,10,13,246,32,133,0,339,0.482792527040315,0.716814159292035,0.172074729596853,0.0297542043984476,0.561448900388098,"15000US090010442002"
"223",-73.4101572,41.0981594,"CT","09","001","044200","3",1119,1119,661,443,136,5,64,0,1,12,458,234,27,3,0,0,169,25,"total","150","090010442003","Block Group 3, Census Tract 442, Fairfield County, Connecticut","CT",817,817,18,36,24,34,28,0,677,0.409294012511171,0.604110813226095,0.12153708668454,0.0660954712362301,0.171358629130967,"15000US090010442003"
"224",-73.4021518,41.0981209,"CT","09","001","044200","4",1323,1323,1081,874,133,2,43,0,1,28,242,170,0,1,0,0,56,15,"total","150","090010442004","Block Group 4, Census Tract 442, Fairfield County, Connecticut","CT",1276,1251,47,97,33,120,150,13,791,0.18291761148904,0.339380196523054,0.100529100529101,0.115107913669065,0.367705835331735,"15000US090010442004"
"225",-73.3904571,41.1103293,"CT","09","001","044300","1",1208,1208,962,722,137,5,69,0,11,18,246,151,12,5,0,0,69,9,"total","150","090010443001","Block Group 1, Census Tract 443, Fairfield County, Connecticut","CT",1101,1101,30,0,0,0,76,0,995,0.20364238410596,0.402317880794702,0.11341059602649,0.0272479564032698,0.0962761126248865,"15000US090010443001"
"226",-73.3920353,41.1038455,"CT","09","001","044300","2",1191,1191,997,894,52,2,26,0,0,23,194,141,7,0,0,0,44,2,"total","150","090010443002","Block Group 2, Census Tract 443, Fairfield County, Connecticut","CT",889,889,0,57,0,15,14,8,795,0.162888329135181,0.249370277078086,0.0436607892527288,0.0641169853768279,0.105736782902137,"15000US090010443002"
"227",-73.3910745,41.0974621,"CT","09","001","044300","3",710,710,644,599,25,0,17,0,1,2,66,50,0,1,0,3,12,0,"total","150","090010443003","Block Group 3, Census Tract 443, Fairfield County, Connecticut","CT",846,846,4,36,14,5,0,0,787,0.0929577464788732,0.156338028169014,0.0352112676056338,0.0472813238770686,0.0697399527186761,"15000US090010443003"
"228",-73.3984329,41.0898164,"CT","09","001","044300","4",789,789,740,711,6,0,19,0,0,4,49,20,12,0,0,0,15,2,"total","150","090010443004","Block Group 4, Census Tract 443, Fairfield County, Connecticut","CT",778,778,0,43,23,11,12,0,689,0.0621039290240811,0.0988593155893536,0.00760456273764259,0.0552699228791774,0.11439588688946,"15000US090010443004"
"229",-73.4104283,41.0584635,"CT","09","001","044400","1",2520,2520,1514,582,823,4,66,1,10,28,1006,351,45,9,4,10,524,63,"total","150","090010444001","Block Group 1, Census Tract 444, Fairfield County, Connecticut","CT",2195,2195,235,163,42,150,84,42,1479,0.399206349206349,0.769047619047619,0.326587301587302,0.181321184510251,0.32619589977221,"15000US090010444001"
"230",-73.4117097,41.0901514,"CT","09","001","044400","2",1052,1052,660,324,290,0,29,0,0,17,392,164,20,9,0,0,184,15,"total","150","090010444002","Block Group 2, Census Tract 444, Fairfield County, Connecticut","CT",923,923,227,35,0,0,0,0,661,0.372623574144487,0.692015209125475,0.275665399239544,0.28385698808234,0.28385698808234,"15000US090010444002"
"231",-73.4237008,41.0894016,"CT","09","001","044500","1",1853,1853,587,98,463,3,4,0,2,17,1266,388,57,22,0,0,759,40,"total","150","090010445001","Block Group 1, Census Tract 445, Fairfield County, Connecticut","CT",1320,1320,57,72,126,131,75,0,859,0.683216405828386,0.947112790070156,0.249865083648138,0.0977272727272727,0.349242424242424,"15000US090010445001"
"232",-73.4267383,41.081712,"CT","09","001","044500","2",1788,1788,1011,194,749,5,30,0,3,30,777,418,46,15,2,0,254,42,"total","150","090010445002","Block Group 2, Census Tract 445, Fairfield County, Connecticut","CT",1367,1367,227,419,122,0,27,87,485,0.434563758389262,0.891498881431767,0.418903803131991,0.472567666422824,0.645208485735187,"15000US090010445002"
"233",-73.4338868,41.0642745,"CT","09","001","044600","1",1368,1368,1340,1317,2,0,12,0,4,5,28,27,0,0,0,0,0,1,"total","150","090010446001","Block Group 1, Census Tract 446, Fairfield County, Connecticut","CT",1269,1269,0,71,59,0,28,0,1111,0.0204678362573099,0.037280701754386,0.00146198830409357,0.0559495665878645,0.124507486209614,"15000US090010446001"
"234",-73.4368332,41.0761463,"CT","09","001","044600","2",783,783,765,729,11,0,14,4,0,7,18,13,0,1,0,0,4,0,"total","150","090010446002","Block Group 2, Census Tract 446, Fairfield County, Connecticut","CT",976,976,0,0,0,63,0,0,913,0.0229885057471264,0.0689655172413793,0.0140485312899106,0,0.0645491803278689,"15000US090010446002"
"235",-73.4391892,41.069384,"CT","09","001","044600","3",1398,1398,1351,1303,10,0,21,0,3,14,47,37,2,0,0,0,4,4,"total","150","090010446003","Block Group 3, Census Tract 446, Fairfield County, Connecticut","CT",1449,1449,13,9,0,0,11,0,1416,0.0336194563662375,0.0679542203147353,0.00715307582260372,0.0151828847481021,0.0227743271221532,"15000US090010446003"
"236",-73.4619144,41.1866447,"CT","09","001","045101","1",1663,1663,1635,1538,8,0,53,0,4,32,28,24,0,0,1,0,1,2,"total","150","090010451011","Block Group 1, Census Tract 451.01, Fairfield County, Connecticut","CT",1616,1616,32,21,9,24,0,0,1530,0.0168370414912808,0.0751653638003608,0.00481058328322309,0.0327970297029703,0.0532178217821782,"15000US090010451011"
"237",-73.4596131,41.2247789,"CT","09","001","045101","2",1157,1157,1124,1063,2,0,45,0,1,13,33,31,1,0,0,0,1,0,"total","150","090010451012","Block Group 2, Census Tract 451.01, Fairfield County, Connecticut","CT",1197,1197,0,0,0,33,10,0,1154,0.0285220397579948,0.0812445980985307,0.0017286084701815,0,0.0359231411862991,"15000US090010451012"
"238",-73.487475,41.2251876,"CT","09","001","045101","3",1350,1350,1303,1244,5,6,35,0,4,9,47,38,0,0,0,0,6,3,"total","150","090010451013","Block Group 3, Census Tract 451.01, Fairfield County, Connecticut","CT",1553,1553,26,0,9,0,0,0,1518,0.0348148148148148,0.0785185185185185,0.0037037037037037,0.0167417900837089,0.0225370251126851,"15000US090010451013"
"239",-73.4510221,41.2453757,"CT","09","001","045102","1",2918,2918,2777,2548,30,0,161,0,4,34,141,109,4,0,3,0,14,11,"total","150","090010451021","Block Group 1, Census Tract 451.02, Fairfield County, Connecticut","CT",2725,2725,43,0,42,22,81,0,2537,0.0483207676490747,0.126799177518849,0.0102810143934202,0.0157798165137615,0.0689908256880734,"15000US090010451021"
"240",-73.4220084,41.2118482,"CT","09","001","045102","2",1397,1397,1361,1237,28,0,64,0,0,32,36,28,1,2,0,0,4,1,"total","150","090010451022","Block Group 2, Census Tract 451.02, Fairfield County, Connecticut","CT",1111,951,0,15,26,13,0,0,897,0.0257695060844667,0.114531138153185,0.0200429491768074,0.0157728706624606,0.056782334384858,"15000US090010451022"
"241",-73.4071133,41.202875,"CT","09","001","045102","3",1719,1719,1666,1532,18,0,84,0,4,28,53,40,0,1,0,0,6,6,"total","150","090010451023","Block Group 3, Census Tract 451.02, Fairfield County, Connecticut","CT",1946,1946,33,10,18,34,0,0,1851,0.0308318789994183,0.108784176847004,0.0104712041884817,0.0220966084275437,0.0488180883864337,"15000US090010451023"
"242",-73.4428518,41.207105,"CT","09","001","045200","1",940,940,930,881,7,0,28,0,1,13,10,8,0,0,2,0,0,0,"total","150","090010452001","Block Group 1, Census Tract 452, Fairfield County, Connecticut","CT",857,857,63,0,0,0,0,0,794,0.0106382978723404,0.0627659574468085,0.0074468085106383,0.073512252042007,0.073512252042007,"15000US090010452001"
"243",-73.4309529,41.1867115,"CT","09","001","045200","2",1427,1427,1373,1219,23,0,110,0,3,18,54,28,10,1,0,0,11,4,"total","150","090010452002","Block Group 2, Census Tract 452, Fairfield County, Connecticut","CT",1650,1632,64,16,7,69,9,5,1462,0.0378416257883672,0.145760336370007,0.0161177295024527,0.0490196078431373,0.104166666666667,"15000US090010452002"
"244",-73.4248285,41.1696586,"CT","09","001","045300","1",1492,1492,1448,1361,13,0,57,0,4,13,44,33,0,0,0,0,9,2,"total","150","090010453001","Block Group 1, Census Tract 453, Fairfield County, Connecticut","CT",1653,1640,51,55,0,51,19,19,1445,0.0294906166219839,0.0878016085790885,0.00871313672922252,0.0646341463414634,0.11890243902439,"15000US090010453001"
"245",-73.4514003,41.1633418,"CT","09","001","045300","2",969,969,949,903,4,0,33,0,2,7,20,16,0,0,0,0,4,0,"total","150","090010453002","Block Group 2, Census Tract 453, Fairfield County, Connecticut","CT",841,841,11,0,0,72,0,0,758,0.0206398348813209,0.0681114551083591,0.00412796697626419,0.0130796670630202,0.098692033293698,"15000US090010453002"
"246",-73.3933549,41.1843886,"CT","09","001","045400","1",1561,1561,1529,1413,11,0,74,0,4,27,32,30,0,0,0,0,2,0,"total","150","090010454001","Block Group 1, Census Tract 454, Fairfield County, Connecticut","CT",1490,1490,0,0,0,7,16,0,1467,0.0204996796925048,0.0948110185778347,0.00704676489429853,0,0.0154362416107383,"15000US090010454001"
"247",-73.4110859,41.1722585,"CT","09","001","045400","2",1469,1469,1430,1316,15,0,77,0,4,18,39,26,0,0,0,0,3,10,"total","150","090010454002","Block Group 2, Census Tract 454, Fairfield County, Connecticut","CT",1562,1545,0,9,6,0,7,0,1523,0.0265486725663717,0.104152484683458,0.010211027910143,0.0058252427184466,0.0142394822006473,"15000US090010454002"
"248",-73.3736057,41.1725185,"CT","09","001","050100","1",1246,1246,1201,1112,3,0,69,0,2,15,45,30,0,0,0,0,7,8,"total","150","090010501001","Block Group 1, Census Tract 501, Fairfield County, Connecticut","CT",1336,1321,2,6,0,0,0,0,1313,0.036115569823435,0.107544141252006,0.00240770465489567,0.0060560181680545,0.0060560181680545,"15000US090010501001"
"249",-73.3808526,41.1606676,"CT","09","001","050100","2",981,981,957,891,8,0,52,0,0,6,24,19,0,0,0,1,4,0,"total","150","090010501002","Block Group 2, Census Tract 501, Fairfield County, Connecticut","CT",957,957,8,0,0,0,50,0,899,0.0244648318042813,0.0917431192660551,0.00815494393476045,0.00835945663531871,0.0606060606060606,"15000US090010501002"
"250",-73.3740045,41.1427771,"CT","09","001","050100","3",1601,1601,1563,1479,16,0,40,1,3,24,38,35,0,0,0,0,1,2,"total","150","090010501003","Block Group 3, Census Tract 501, Fairfield County, Connecticut","CT",1743,1743,32,13,9,0,35,0,1654,0.023735165521549,0.0762023735165522,0.00999375390381012,0.0258175559380379,0.051061388410786,"15000US090010501003"
"251",-73.3512428,41.1540245,"CT","09","001","050200","1",2117,2117,2030,1866,27,0,97,1,4,35,87,64,6,0,0,0,11,6,"total","150","090010502001","Block Group 1, Census Tract 502, Fairfield County, Connecticut","CT",2073,2069,13,37,43,23,53,17,1883,0.0410958904109589,0.118564005668399,0.0127538970240907,0.0241662638956017,0.0898985016916385,"15000US090010502001"
"252",-73.3602187,41.1464726,"CT","09","001","050200","2",751,751,723,698,0,0,17,0,0,8,28,23,0,0,0,0,4,1,"total","150","090010502002","Block Group 2, Census Tract 502, Fairfield County, Connecticut","CT",619,619,0,8,0,18,0,0,593,0.0372836218375499,0.0705725699067909,0,0.012924071082391,0.0420032310177706,"15000US090010502002"
"253",-73.3619508,41.1550764,"CT","09","001","050200","3",1140,1140,1117,1025,6,2,72,0,1,11,23,17,1,0,0,0,0,5,"total","150","090010502003","Block Group 3, Census Tract 502, Fairfield County, Connecticut","CT",1225,1225,0,0,8,0,12,0,1205,0.0201754385964912,0.100877192982456,0.00526315789473684,0,0.0163265306122449,"15000US090010502003"
"254",-73.3392881,41.1806414,"CT","09","001","050300","1",1318,1318,1286,1227,9,0,38,0,2,10,32,32,0,0,0,0,0,0,"total","150","090010503001","Block Group 1, Census Tract 503, Fairfield County, Connecticut","CT",1294,1294,56,2,0,1,0,0,1235,0.0242792109256449,0.0690440060698027,0.00682852807283763,0.044822256568779,0.0455950540958269,"15000US090010503001"
"255",-73.3270243,41.1559616,"CT","09","001","050300","2",2193,2193,2133,2002,21,0,92,0,0,18,60,41,1,1,3,0,4,10,"total","150","090010503002","Block Group 2, Census Tract 503, Fairfield County, Connecticut","CT",2485,2479,91,0,0,0,125,0,2263,0.027359781121751,0.0870953032375741,0.00957592339261286,0.036708350141186,0.0871319080274304,"15000US090010503002"
"256",-73.3134496,41.1430005,"CT","09","001","050300","3",1588,1588,1493,1353,31,0,79,0,7,23,95,81,1,0,0,0,10,3,"total","150","090010503003","Block Group 3, Census Tract 503, Fairfield County, Connecticut","CT",1574,1574,118,13,0,0,40,31,1372,0.059823677581864,0.147984886649874,0.0195214105793451,0.0832274459974587,0.128335451080051,"15000US090010503003"
"257",-73.3366191,41.1499277,"CT","09","001","050300","4",1803,1803,1736,1609,15,0,78,0,8,26,67,62,1,0,0,0,0,4,"total","150","090010503004","Block Group 4, Census Tract 503, Fairfield County, Connecticut","CT",1836,1734,0,48,0,40,0,0,1646,0.0371602884082085,0.107598447032723,0.00831946755407654,0.027681660899654,0.0507497116493656,"15000US090010503004"
"258",-73.3546401,41.1734364,"CT","09","001","050300","5",1220,1220,1183,1111,14,0,40,0,2,16,37,27,0,0,0,0,4,6,"total","150","090010503005","Block Group 5, Census Tract 503, Fairfield County, Connecticut","CT",1120,1120,36,27,0,0,0,0,1057,0.030327868852459,0.089344262295082,0.0114754098360656,0.05625,0.05625,"15000US090010503005"
"259",-73.3735383,41.1290472,"CT","09","001","050400","1",1112,1112,1049,919,38,0,77,0,2,13,63,57,0,0,0,0,2,4,"total","150","090010504001","Block Group 1, Census Tract 504, Fairfield County, Connecticut","CT",1594,1489,69,41,1,0,25,0,1353,0.0566546762589928,0.173561151079137,0.0341726618705036,0.073875083948959,0.0913364674278039,"15000US090010504001"
"260",-73.3815643,41.0898743,"CT","09","001","050400","2",1229,1229,1177,1105,17,2,23,0,0,30,52,27,1,6,4,0,2,12,"total","150","090010504002","Block Group 2, Census Tract 504, Fairfield County, Connecticut","CT",982,982,0,6,2,59,0,0,915,0.0423108218063466,0.100895036615134,0.0138323840520749,0.00610997963340122,0.0682281059063136,"15000US090010504002"
"261",-73.3514482,41.1304772,"CT","09","001","050500","1",1531,1531,1468,1361,12,0,68,0,4,23,63,54,0,0,1,0,3,5,"total","150","090010505001","Block Group 1, Census Tract 505, Fairfield County, Connecticut","CT",1464,1464,86,3,0,0,40,0,1335,0.0411495754408883,0.111038536903984,0.00783801436969301,0.060792349726776,0.0881147540983607,"15000US090010505001"
"262",-73.3527161,41.1166657,"CT","09","001","050500","2",1164,1164,1115,1038,20,0,40,0,6,11,49,23,0,0,0,0,19,7,"total","150","090010505002","Block Group 2, Census Tract 505, Fairfield County, Connecticut","CT",1057,1057,0,86,0,0,0,0,971,0.0420962199312715,0.108247422680412,0.0171821305841924,0.0813623462630085,0.0813623462630085,"15000US090010505002"
"263",-73.3537614,41.1057618,"CT","09","001","050500","3",775,775,755,710,7,0,20,1,8,9,20,12,0,4,0,0,4,0,"total","150","090010505003","Block Group 3, Census Tract 505, Fairfield County, Connecticut","CT",608,608,0,0,0,0,0,0,608,0.0258064516129032,0.0838709677419355,0.00903225806451613,0,0,"15000US090010505003"
"264",-73.3603771,41.1318191,"CT","09","001","050500","4",1274,1274,1228,1154,14,0,43,4,0,13,46,37,0,0,0,0,6,3,"total","150","090010505004","Block Group 4, Census Tract 505, Fairfield County, Connecticut","CT",1358,1354,71,4,0,8,64,0,1207,0.0361067503924647,0.0941915227629513,0.010989010989011,0.0553914327917282,0.108567208271787,"15000US090010505004"
"265",-73.3411939,41.1172292,"CT","09","001","050600","1",948,948,916,857,7,1,27,0,2,22,32,18,0,0,0,0,13,1,"total","150","090010506001","Block Group 1, Census Tract 506, Fairfield County, Connecticut","CT",1037,1037,0,0,0,11,9,38,979,0.0337552742616034,0.0959915611814346,0.00738396624472574,0,0.055930568948891,"15000US090010506001"
"266",-73.3274278,41.1229218,"CT","09","001","050600","2",916,916,901,863,5,0,17,1,7,8,15,12,0,0,1,0,1,1,"total","150","090010506002","Block Group 2, Census Tract 506, Fairfield County, Connecticut","CT",808,808,29,35,0,0,11,0,733,0.0163755458515284,0.0578602620087336,0.00545851528384279,0.0792079207920792,0.0928217821782178,"15000US090010506002"
"267",-73.3073144,41.1266695,"CT","09","001","050600","3",1484,1484,1428,1335,22,0,49,0,2,20,56,43,2,0,0,0,4,7,"total","150","090010506003","Block Group 3, Census Tract 506, Fairfield County, Connecticut","CT",1346,1346,9,19,10,8,0,0,1300,0.0377358490566038,0.100404312668464,0.0148247978436658,0.0208023774145617,0.0341753343239227,"15000US090010506003"
"268",-73.3641728,41.2410183,"CT","09","001","055100","1",2688,2688,2611,2401,60,0,83,0,4,63,77,56,0,0,0,0,16,5,"total","150","090010551001","Block Group 1, Census Tract 551, Fairfield County, Connecticut","CT",2975,2975,0,53,0,0,0,0,2922,0.0286458333333333,0.106770833333333,0.0223214285714286,0.0178151260504202,0.0178151260504202,"15000US090010551001"
"269",-73.3940409,41.2218245,"CT","09","001","055100","2",1156,1156,1112,1037,13,1,45,1,2,13,44,27,0,1,1,0,13,2,"total","150","090010551002","Block Group 2, Census Tract 551, Fairfield County, Connecticut","CT",1075,1075,94,0,0,0,0,0,981,0.0380622837370242,0.102941176470588,0.0112456747404844,0.0874418604651163,0.0874418604651163,"15000US090010551002"
"270",-73.3813115,41.2106458,"CT","09","001","055100","3",678,678,647,599,6,7,19,0,5,11,31,26,0,1,0,0,2,2,"total","150","090010551003","Block Group 3, Census Tract 551, Fairfield County, Connecticut","CT",566,566,0,11,0,0,0,0,555,0.0457227138643068,0.116519174041298,0.00884955752212389,0.019434628975265,0.019434628975265,"15000US090010551003"
"271",-73.3933611,41.2524592,"CT","09","001","055100","4",1285,1285,1223,1139,14,2,39,1,0,28,62,50,0,0,0,0,10,2,"total","150","090010551004","Block Group 4, Census Tract 551, Fairfield County, Connecticut","CT",1153,1153,7,12,0,0,19,9,1106,0.0482490272373541,0.113618677042802,0.0108949416342412,0.0164787510841284,0.0407632263660017,"15000US090010551004"
"272",-73.3374811,41.214996,"CT","09","001","055200","1",1414,1414,1372,1280,23,0,48,0,0,21,42,32,0,0,0,0,8,2,"total","150","090010552001","Block Group 1, Census Tract 552, Fairfield County, Connecticut","CT",1415,1404,9,0,0,0,0,0,1395,0.0297029702970297,0.0947666195190948,0.0162659123055163,0.00641025641025641,0.00641025641025641,"15000US090010552001"
"273",-73.35712,41.1912095,"CT","09","001","055200","2",915,915,886,867,2,0,12,0,0,5,29,17,1,0,0,0,9,2,"total","150","090010552002","Block Group 2, Census Tract 552, Fairfield County, Connecticut","CT",777,777,8,51,0,40,0,12,666,0.0316939890710383,0.0524590163934426,0.00218579234972678,0.0759330759330759,0.142857142857143,"15000US090010552002"
"274",-73.3647624,41.2026063,"CT","09","001","055200","3",2043,2043,1992,1889,12,0,47,0,8,36,51,43,0,0,1,0,5,2,"total","150","090010552003","Block Group 3, Census Tract 552, Fairfield County, Connecticut","CT",2242,2242,34,0,0,0,7,0,2201,0.0249632892804699,0.0753793441018111,0.00587371512481645,0.0151650312221231,0.0182872435325602,"15000US090010552003"
"275",-73.2440304,41.2169954,"CT","09","001","060100","1",2809,2809,2682,2514,79,3,48,0,7,31,127,99,3,0,0,0,16,9,"total","150","090010601001","Block Group 1, Census Tract 601, Fairfield County, Connecticut","CT",3083,1506,1,0,64,0,2,0,1439,0.0452118191527234,0.10501957992168,0.02812388750445,0.000664010624169987,0.0444887118193891,"15000US090010601001"
"276",-73.2334531,41.2045537,"CT","09","001","060100","2",1343,1343,1271,1170,19,0,63,0,6,13,72,57,6,0,2,0,4,3,"total","150","090010601002","Block Group 2, Census Tract 601, Fairfield County, Connecticut","CT",973,973,0,17,0,0,7,7,942,0.0536113179448995,0.128816083395383,0.0141474311243485,0.0174717368961973,0.0318602261048304,"15000US090010601002"
"277",-73.2558653,41.2154643,"CT","09","001","060200","1",1365,1365,1320,1256,14,0,30,0,2,18,45,37,0,0,3,0,3,2,"total","150","090010602001","Block Group 1, Census Tract 602, Fairfield County, Connecticut","CT",1440,1440,0,0,0,10,9,0,1421,0.032967032967033,0.0798534798534798,0.0102564102564103,0,0.0131944444444444,"15000US090010602001"
"278",-73.2428201,41.1974315,"CT","09","001","060200","2",1065,1065,1021,961,11,0,30,0,0,19,44,37,2,3,0,0,0,2,"total","150","090010602002","Block Group 2, Census Tract 602, Fairfield County, Connecticut","CT",1038,1038,0,0,57,141,14,23,803,0.0413145539906103,0.0976525821596244,0.0103286384976526,0,0.226396917148362,"15000US090010602002"
"279",-73.2529286,41.1927729,"CT","09","001","060200","3",1043,1043,996,909,8,0,52,0,10,17,47,33,0,0,0,0,13,1,"total","150","090010602003","Block Group 3, Census Tract 602, Fairfield County, Connecticut","CT",1002,1002,9,47,0,10,70,0,866,0.0450623202301055,0.128475551294343,0.00767018216682646,0.0558882235528942,0.135728542914172,"15000US090010602003"
"280",-73.2591571,41.1866985,"CT","09","001","060200","4",691,691,672,625,1,0,24,1,15,6,19,13,0,0,0,0,5,1,"total","150","090010602004","Block Group 4, Census Tract 602, Fairfield County, Connecticut","CT",635,623,17,21,0,0,0,16,569,0.0274963820549928,0.0955137481910275,0.00144717800289436,0.0609951845906902,0.086677367576244,"15000US090010602004"
"281",-73.2715969,41.190947,"CT","09","001","060300","1",1601,1601,1547,1490,12,2,33,0,2,8,54,46,1,0,0,0,4,3,"total","150","090010603001","Block Group 1, Census Tract 603, Fairfield County, Connecticut","CT",1258,1258,0,0,14,0,10,0,1234,0.0337289194253592,0.0693316677076827,0.00749531542785759,0,0.0190779014308426,"15000US090010603001"
"282",-73.2600803,41.2030916,"CT","09","001","060300","2",1221,1221,1175,1133,10,1,23,0,2,6,46,29,0,1,2,0,14,0,"total","150","090010603002","Block Group 2, Census Tract 603, Fairfield County, Connecticut","CT",1445,1445,0,7,0,0,53,0,1385,0.0376740376740377,0.0720720720720721,0.00819000819000819,0.00484429065743945,0.041522491349481,"15000US090010603002"
"283",-73.279187,41.2107168,"CT","09","001","060300","3",1266,1266,1232,1171,8,0,43,0,2,8,34,27,0,0,1,0,3,3,"total","150","090010603003","Block Group 3, Census Tract 603, Fairfield County, Connecticut","CT",1270,1270,74,0,0,10,0,0,1186,0.0268562401263823,0.0750394944707741,0.00631911532385466,0.0582677165354331,0.0661417322834646,"15000US090010603003"
"284",-73.3064289,41.198225,"CT","09","001","060400","1",1033,1033,1017,973,3,0,25,0,4,12,16,14,1,0,0,0,1,0,"total","150","090010604001","Block Group 1, Census Tract 604, Fairfield County, Connecticut","CT",1122,1122,0,11,0,0,59,0,1052,0.0154888673765731,0.0580832526621491,0.00290416263310745,0.00980392156862745,0.0623885918003565,"15000US090010604001"
"285",-73.2956799,41.1818267,"CT","09","001","060400","2",852,852,836,800,14,0,14,0,0,8,16,14,1,1,0,0,0,0,"total","150","090010604002","Block Group 2, Census Tract 604, Fairfield County, Connecticut","CT",726,726,12,0,15,0,0,0,699,0.0187793427230047,0.0610328638497653,0.0164319248826291,0.0165289256198347,0.0371900826446281,"15000US090010604002"
"286",-73.2833689,41.1724839,"CT","09","001","060400","3",728,728,703,681,7,0,9,0,4,2,25,25,0,0,0,0,0,0,"total","150","090010604003","Block Group 3, Census Tract 604, Fairfield County, Connecticut","CT",786,786,0,0,0,0,19,0,767,0.0343406593406593,0.0645604395604396,0.00961538461538462,0,0.0241730279898219,"15000US090010604003"
"287",-73.3079688,41.1665602,"CT","09","001","060400","4",822,822,804,774,5,0,20,0,0,5,18,15,0,1,0,0,1,1,"total","150","090010604004","Block Group 4, Census Tract 604, Fairfield County, Connecticut","CT",1066,1066,43,20,0,0,0,0,1003,0.0218978102189781,0.0583941605839416,0.00608272506082725,0.0590994371482176,0.0590994371482176,"15000US090010604004"
"288",-73.3250728,41.1954237,"CT","09","001","060400","5",1008,1008,977,913,17,1,21,0,3,22,31,25,0,0,0,0,3,3,"total","150","090010604005","Block Group 5, Census Tract 604, Fairfield County, Connecticut","CT",836,836,7,0,0,0,0,9,820,0.0307539682539683,0.0942460317460317,0.0168650793650794,0.00837320574162679,0.0191387559808612,"15000US090010604005"
"289",-73.2878432,41.1485353,"CT","09","001","060500","1",2841,2841,2777,2650,24,0,69,0,0,34,64,50,3,0,3,0,2,6,"total","150","090010605001","Block Group 1, Census Tract 605, Fairfield County, Connecticut","CT",2821,2711,32,5,0,18,26,13,2617,0.0225272791270679,0.0672298486448434,0.00844772967265047,0.0136481003319808,0.0346735521947621,"15000US090010605001"
